Unnamed: 0,Tåguppdrag,Datum_PAU,Tågslag,Tågsort,UppehållstypAvgång,UppehållstypAnkomst,AktivitetskodAvgång,AktivitetskodBeskrivningAvgång,AktivitetskodAnkomst,AktivitetskodBeskrivningAnkomst,DelSträckanummer,Förstaplatssignatur_för_Uppdrag,Sistaplatssignatur_för_Uppdrag,Avgångsplats,Avgångsplatssignatur,Ankomstplats,Ankomstplatssignatur,PlanAvgTid,PlanAnkTid,UtfAnkTid,UtfAvgTid,PlanAnkTid_vid_AvgPlats,UtfAnkTid_vid_AvgPlats,PlanUppehållstidAvgång,UtfUppehållstidAvgång,PlanGångtid,UtfGångtid,FörseningGångtid,AvgFörsening,AnkFörsening,FörseningUppehållAvgång
2362629,808,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,7,Cst,U,Kummelby,Kmy,Sollentuna,Sol,18:00.0,18:00.0,19:00.0,18:00.0,18:00.0,18:00.0,0,0,0,1,1,0,1,0
2360970,808,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,8,Cst,U,Sollentuna,Sol,Häggvik,Hgv,18:00.0,19:00.0,19:00.0,19:00.0,18:00.0,19:00.0,0,0,1,0,-1,1,0,0
985745,808,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,9,Cst,U,Häggvik,Hgv,Norrviken,Nvk,19:00.0,20:00.0,20:00.0,19:00.0,19:00.0,19:00.0,0,0,1,1,0,0,0,0
915972,808,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,10,Cst,U,Norrviken,Nvk,Rotebro,R,20:00.0,21:00.0,20:00.0,20:00.0,20:00.0,20:00.0,0,0,1,0,-1,0,-1,0
502345,808,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,11,Cst,U,Rotebro,R,Upplands Väsby,Upv,21:00.0,23:00.0,23:00.0,20:00.0,21:00.0,20:00.0,0,0,2,3,1,-1,0,0
2032013,808,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,12,Cst,U,Upplands Väsby,Upv,Skavstaby,Skby,23:00.0,24:00.0,25:00.0,23:00.0,23:00.0,23:00.0,0,0,1,2,1,0,1,0
1294283,808,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,13,Cst,U,Skavstaby,Skby,Rosersberg,Rs,24:00.0,27:00.0,26:00.0,25:00.0,24:00.0,25:00.0,0,0,3,1,-2,1,-1,0
759199,808,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,14,Cst,U,Rosersberg,Rs,Brista,Bra,27:00.0,28:00.0,28:00.0,26:00.0,27:00.0,26:00.0,0,0,1,2,1,-1,0,0
908625,808,3/18/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Cst,U,Brista,Bra,Märsta,Mr,28:00.0,30:00.0,29:00.0,28:00.0,28:00.0,28:00.0,0,0,2,1,-1,0,-1,0
2298553,808,3/18/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Cst,U,Märsta,Mr,Myrbacken,Myn,31:00.0,36:00.0,36:00.0,32:00.0,30:00.0,29:00.0,1,3,5,4,-1,1,0,2
617887,808,3/18/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Cst,U,Myrbacken,Myn,Knivsta,Kn,36:00.0,40:00.0,38:00.0,36:00.0,36:00.0,36:00.0,0,0,4,2,-2,0,-2,0
2247211,808,3/18/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,18,Cst,U,Knivsta,Kn,Ekeby,Eby,41:00.0,44:00.0,43:00.0,41:00.0,40:00.0,38:00.0,1,3,3,2,-1,0,-1,2
2572335,808,3/18/2019,RST,REGION,Passage,Passage,0,-,0,-,19,Cst,U,Ekeby,Eby,Säby,Säy,44:00.0,47:00.0,46:00.0,43:00.0,44:00.0,43:00.0,0,0,3,3,0,-1,-1,0
2519033,808,3/18/2019,RST,REGION,Passage,Sista,0,-,10,Avstigande av resande,20,Cst,U,Säby,Säy,Uppsala c,U,47:00.0,50:00.0,49:00.0,46:00.0,47:00.0,46:00.0,0,0,3,3,0,-1,-1,0
2459013,808,3/19/2019,RST,REGION,Första,Passage,1,Påstigande av resande,0,-,1,Cst,U,Stockholm C,Cst,Karlberg,Ke,10:00.0,13:00.0,12:00.0,09:00.0,,,,,3,3,0,-1,-1,
2631925,808,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,2,Cst,U,Karlberg,Ke,Tomteboda övre,Tmö,13:00.0,14:00.0,13:00.0,12:00.0,13:00.0,12:00.0,0,0,1,1,0,-1,-1,0
1590221,808,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,3,Cst,U,Tomteboda övre,Tmö,Solna,So,14:00.0,15:00.0,14:00.0,13:00.0,14:00.0,13:00.0,0,0,1,1,0,-1,-1,0
1810387,808,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,4,Cst,U,Solna,So,Ulriksdal,Udl,15:00.0,16:00.0,15:00.0,14:00.0,15:00.0,14:00.0,0,0,1,1,0,-1,-1,0
342446,808,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,5,Cst,U,Ulriksdal,Udl,Helenelund,Hel,16:00.0,18:00.0,17:00.0,15:00.0,16:00.0,15:00.0,0,0,2,2,0,-1,-1,0
1385700,808,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,6,Cst,U,Helenelund,Hel,Kummelby,Kmy,18:00.0,18:00.0,17:00.0,17:00.0,18:00.0,17:00.0,0,0,0,0,0,-1,-1,0
1013596,808,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,7,Cst,U,Kummelby,Kmy,Sollentuna,Sol,18:00.0,18:00.0,18:00.0,17:00.0,18:00.0,17:00.0,0,0,0,1,1,-1,0,0
581785,808,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,8,Cst,U,Sollentuna,Sol,Häggvik,Hgv,18:00.0,19:00.0,18:00.0,18:00.0,18:00.0,18:00.0,0,0,1,0,-1,0,-1,0
623111,808,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,9,Cst,U,Häggvik,Hgv,Norrviken,Nvk,19:00.0,20:00.0,19:00.0,18:00.0,19:00.0,18:00.0,0,0,1,1,0,-1,-1,0
1514383,808,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,10,Cst,U,Norrviken,Nvk,Rotebro,R,20:00.0,21:00.0,19:00.0,19:00.0,20:00.0,19:00.0,0,0,1,0,-1,-1,-2,0
2091711,808,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,11,Cst,U,Rotebro,R,Upplands Väsby,Upv,21:00.0,23:00.0,22:00.0,19:00.0,21:00.0,19:00.0,0,0,2,3,1,-2,-1,0
1458534,808,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,12,Cst,U,Upplands Väsby,Upv,Skavstaby,Skby,23:00.0,24:00.0,23:00.0,22:00.0,23:00.0,22:00.0,0,0,1,1,0,-1,-1,0
1198125,808,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,13,Cst,U,Skavstaby,Skby,Rosersberg,Rs,24:00.0,27:00.0,26:00.0,23:00.0,24:00.0,23:00.0,0,0,3,3,0,-1,-1,0
759200,808,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,14,Cst,U,Rosersberg,Rs,Brista,Bra,27:00.0,28:00.0,28:00.0,26:00.0,27:00.0,26:00.0,0,0,1,2,1,-1,0,0
908624,808,3/19/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Cst,U,Brista,Bra,Märsta,Mr,28:00.0,30:00.0,29:00.0,28:00.0,28:00.0,28:00.0,0,0,2,1,-1,0,-1,0
2298555,808,3/19/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Cst,U,Märsta,Mr,Myrbacken,Myn,31:00.0,36:00.0,36:00.0,32:00.0,30:00.0,29:00.0,1,3,5,4,-1,1,0,2
617886,808,3/19/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Cst,U,Myrbacken,Myn,Knivsta,Kn,36:00.0,40:00.0,38:00.0,36:00.0,36:00.0,36:00.0,0,0,4,2,-2,0,-2,0
308006,808,3/19/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,18,Cst,U,Knivsta,Kn,Ekeby,Eby,41:00.0,44:00.0,43:00.0,40:00.0,40:00.0,38:00.0,1,2,3,3,0,-1,-1,1
2572337,808,3/19/2019,RST,REGION,Passage,Passage,0,-,0,-,19,Cst,U,Ekeby,Eby,Säby,Säy,44:00.0,47:00.0,46:00.0,43:00.0,44:00.0,43:00.0,0,0,3,3,0,-1,-1,0
2519035,808,3/19/2019,RST,REGION,Passage,Sista,0,-,10,Avstigande av resande,20,Cst,U,Säby,Säy,Uppsala c,U,47:00.0,50:00.0,49:00.0,46:00.0,47:00.0,46:00.0,0,0,3,3,0,-1,-1,0
2582814,808,3/20/2019,RST,REGION,Första,Passage,1,Påstigande av resande,0,-,1,Cst,U,Stockholm C,Cst,Karlberg,Ke,10:00.0,13:00.0,11:00.0,08:00.0,,,,,3,3,0,-2,-2,
2430674,808,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,2,Cst,U,Karlberg,Ke,Tomteboda övre,Tmö,13:00.0,14:00.0,12:00.0,11:00.0,13:00.0,11:00.0,0,0,1,1,0,-2,-2,0
2595265,808,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,3,Cst,U,Tomteboda övre,Tmö,Solna,So,14:00.0,15:00.0,13:00.0,12:00.0,14:00.0,12:00.0,0,0,1,1,0,-2,-2,0
1689662,808,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,4,Cst,U,Solna,So,Ulriksdal,Udl,15:00.0,16:00.0,14:00.0,13:00.0,15:00.0,13:00.0,0,0,1,1,0,-2,-2,0
1060870,808,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,5,Cst,U,Ulriksdal,Udl,Helenelund,Hel,16:00.0,18:00.0,16:00.0,14:00.0,16:00.0,14:00.0,0,0,2,2,0,-2,-2,0
342444,808,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,6,Cst,U,Helenelund,Hel,Kummelby,Kmy,18:00.0,18:00.0,17:00.0,16:00.0,18:00.0,16:00.0,0,0,0,1,1,-2,-1,0
2248858,808,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,7,Cst,U,Kummelby,Kmy,Sollentuna,Sol,18:00.0,18:00.0,17:00.0,17:00.0,18:00.0,17:00.0,0,0,0,0,0,-1,-1,0
589064,808,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,8,Cst,U,Sollentuna,Sol,Häggvik,Hgv,18:00.0,19:00.0,18:00.0,17:00.0,18:00.0,17:00.0,0,0,1,1,0,-1,-1,0
982902,808,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,9,Cst,U,Häggvik,Hgv,Norrviken,Nvk,19:00.0,20:00.0,18:00.0,18:00.0,19:00.0,18:00.0,0,0,1,0,-1,-1,-2,0
677867,808,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,10,Cst,U,Norrviken,Nvk,Rotebro,R,20:00.0,21:00.0,19:00.0,18:00.0,20:00.0,18:00.0,0,0,1,1,0,-2,-2,0
2091709,808,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,11,Cst,U,Rotebro,R,Upplands Väsby,Upv,21:00.0,23:00.0,22:00.0,19:00.0,21:00.0,19:00.0,0,0,2,3,1,-2,-1,0
1458533,808,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,12,Cst,U,Upplands Väsby,Upv,Skavstaby,Skby,23:00.0,24:00.0,23:00.0,22:00.0,23:00.0,22:00.0,0,0,1,1,0,-1,-1,0
289535,808,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,13,Cst,U,Skavstaby,Skby,Rosersberg,Rs,24:00.0,27:00.0,25:00.0,23:00.0,24:00.0,23:00.0,0,0,3,2,-1,-1,-2,0
1947752,808,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,14,Cst,U,Rosersberg,Rs,Brista,Bra,27:00.0,28:00.0,27:00.0,25:00.0,27:00.0,25:00.0,0,0,1,2,1,-2,-1,0
727719,808,3/20/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Cst,U,Brista,Bra,Märsta,Mr,28:00.0,30:00.0,28:00.0,27:00.0,28:00.0,27:00.0,0,0,2,1,-1,-1,-2,0
2035353,808,3/20/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Cst,U,Märsta,Mr,Myrbacken,Myn,31:00.0,36:00.0,35:00.0,30:00.0,30:00.0,28:00.0,1,2,5,5,0,-1,-1,1
877601,808,3/20/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Cst,U,Myrbacken,Myn,Knivsta,Kn,36:00.0,40:00.0,38:00.0,35:00.0,36:00.0,35:00.0,0,0,4,3,-1,-1,-2,0
308004,808,3/20/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,18,Cst,U,Knivsta,Kn,Ekeby,Eby,41:00.0,44:00.0,43:00.0,40:00.0,40:00.0,38:00.0,1,2,3,3,0,-1,-1,1
729629,808,3/20/2019,RST,REGION,Passage,Passage,0,-,0,-,19,Cst,U,Ekeby,Eby,Säby,Säy,44:00.0,47:00.0,45:00.0,43:00.0,44:00.0,43:00.0,0,0,3,2,-1,-1,-2,0
1555535,808,3/20/2019,RST,REGION,Passage,Sista,0,-,10,Avstigande av resande,20,Cst,U,Säby,Säy,Uppsala c,U,47:00.0,50:00.0,48:00.0,45:00.0,47:00.0,45:00.0,0,0,3,3,0,-2,-2,0
1845620,808,3/21/2019,RST,REGION,Första,Passage,1,Påstigande av resande,0,-,1,Cst,U,Stockholm C,Cst,Karlberg,Ke,10:00.0,13:00.0,11:00.0,09:00.0,,,,,3,2,-1,-1,-2,
2430672,808,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,2,Cst,U,Karlberg,Ke,Tomteboda övre,Tmö,13:00.0,14:00.0,12:00.0,11:00.0,13:00.0,11:00.0,0,0,1,1,0,-2,-2,0
2595264,808,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,3,Cst,U,Tomteboda övre,Tmö,Solna,So,14:00.0,15:00.0,13:00.0,12:00.0,14:00.0,12:00.0,0,0,1,1,0,-2,-2,0
1689663,808,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,4,Cst,U,Solna,So,Ulriksdal,Udl,15:00.0,16:00.0,14:00.0,13:00.0,15:00.0,13:00.0,0,0,1,1,0,-2,-2,0
1060872,808,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,5,Cst,U,Ulriksdal,Udl,Helenelund,Hel,16:00.0,18:00.0,15:00.0,14:00.0,16:00.0,14:00.0,0,0,2,1,-1,-2,-3,0
1961394,808,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,6,Cst,U,Helenelund,Hel,Kummelby,Kmy,18:00.0,18:00.0,16:00.0,15:00.0,18:00.0,15:00.0,0,0,0,1,1,-3,-2,0
1961393,808,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,7,Cst,U,Kummelby,Kmy,Sollentuna,Sol,18:00.0,18:00.0,16:00.0,16:00.0,18:00.0,16:00.0,0,0,0,0,0,-2,-2,0
1440486,808,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,8,Cst,U,Sollentuna,Sol,Häggvik,Hgv,18:00.0,19:00.0,17:00.0,16:00.0,18:00.0,16:00.0,0,0,1,1,0,-2,-2,0
2291700,808,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,9,Cst,U,Häggvik,Hgv,Norrviken,Nvk,19:00.0,20:00.0,17:00.0,17:00.0,19:00.0,17:00.0,0,0,1,0,-1,-2,-3,0
887710,808,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,10,Cst,U,Norrviken,Nvk,Rotebro,R,20:00.0,21:00.0,18:00.0,17:00.0,20:00.0,17:00.0,0,0,1,1,0,-3,-3,0
184680,808,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,11,Cst,U,Rotebro,R,Upplands Väsby,Upv,21:00.0,23:00.0,21:00.0,18:00.0,21:00.0,18:00.0,0,0,2,3,1,-3,-2,0
2554842,808,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,12,Cst,U,Upplands Väsby,Upv,Skavstaby,Skby,23:00.0,24:00.0,22:00.0,21:00.0,23:00.0,21:00.0,0,0,1,1,0,-2,-2,0
2022079,808,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,13,Cst,U,Skavstaby,Skby,Rosersberg,Rs,24:00.0,27:00.0,24:00.0,22:00.0,24:00.0,22:00.0,0,0,3,2,-1,-2,-3,0
278618,808,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,14,Cst,U,Rosersberg,Rs,Brista,Bra,27:00.0,28:00.0,25:00.0,24:00.0,27:00.0,24:00.0,0,0,1,1,0,-3,-3,0
1785076,808,3/21/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Cst,U,Brista,Bra,Märsta,Mr,28:00.0,30:00.0,27:00.0,25:00.0,28:00.0,25:00.0,0,0,2,2,0,-3,-3,0
1359195,808,3/21/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Cst,U,Märsta,Mr,Myrbacken,Myn,31:00.0,36:00.0,34:00.0,30:00.0,30:00.0,27:00.0,1,3,5,4,-1,-1,-2,2
2029433,808,3/21/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Cst,U,Myrbacken,Myn,Knivsta,Kn,36:00.0,40:00.0,36:00.0,34:00.0,36:00.0,34:00.0,0,0,4,2,-2,-2,-4,0
307997,808,3/21/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,18,Cst,U,Knivsta,Kn,Ekeby,Eby,41:00.0,44:00.0,43:00.0,40:00.0,40:00.0,36:00.0,1,4,3,3,0,-1,-1,3
729628,808,3/21/2019,RST,REGION,Passage,Passage,0,-,0,-,19,Cst,U,Ekeby,Eby,Säby,Säy,44:00.0,47:00.0,45:00.0,43:00.0,44:00.0,43:00.0,0,0,3,2,-1,-1,-2,0
1555536,808,3/21/2019,RST,REGION,Passage,Sista,0,-,10,Avstigande av resande,20,Cst,U,Säby,Säy,Uppsala c,U,47:00.0,50:00.0,48:00.0,45:00.0,47:00.0,45:00.0,0,0,3,3,0,-2,-2,0
2459019,808,3/22/2019,RST,REGION,Första,Passage,1,Påstigande av resande,0,-,1,Cst,U,Stockholm C,Cst,Karlberg,Ke,10:00.0,13:00.0,12:00.0,09:00.0,,,,,3,3,0,-1,-1,
2631927,808,3/22/2019,RST,REGION,Passage,Passage,0,-,0,-,2,Cst,U,Karlberg,Ke,Tomteboda övre,Tmö,13:00.0,14:00.0,13:00.0,12:00.0,13:00.0,12:00.0,0,0,1,1,0,-1,-1,0
1590223,808,3/22/2019,RST,REGION,Passage,Passage,0,-,0,-,3,Cst,U,Tomteboda övre,Tmö,Solna,So,14:00.0,15:00.0,14:00.0,13:00.0,14:00.0,13:00.0,0,0,1,1,0,-1,-1,0
2532198,808,3/22/2019,RST,REGION,Passage,Passage,0,-,0,-,4,Cst,U,Solna,So,Ulriksdal,Udl,15:00.0,16:00.0,14:00.0,14:00.0,15:00.0,14:00.0,0,0,1,0,-1,-1,-2,0
1060864,808,3/22/2019,RST,REGION,Passage,Passage,0,-,0,-,5,Cst,U,Ulriksdal,Udl,Helenelund,Hel,16:00.0,18:00.0,16:00.0,14:00.0,16:00.0,14:00.0,0,0,2,2,0,-2,-2,0
342443,808,3/22/2019,RST,REGION,Passage,Passage,0,-,0,-,6,Cst,U,Helenelund,Hel,Kummelby,Kmy,18:00.0,18:00.0,17:00.0,16:00.0,18:00.0,16:00.0,0,0,0,1,1,-2,-1,0
2248859,808,3/22/2019,RST,REGION,Passage,Passage,0,-,0,-,7,Cst,U,Kummelby,Kmy,Sollentuna,Sol,18:00.0,18:00.0,17:00.0,17:00.0,18:00.0,17:00.0,0,0,0,0,0,-1,-1,0
589063,808,3/22/2019,RST,REGION,Passage,Passage,0,-,0,-,8,Cst,U,Sollentuna,Sol,Häggvik,Hgv,18:00.0,19:00.0,18:00.0,17:00.0,18:00.0,17:00.0,0,0,1,1,0,-1,-1,0
623110,808,3/22/2019,RST,REGION,Passage,Passage,0,-,0,-,9,Cst,U,Häggvik,Hgv,Norrviken,Nvk,19:00.0,20:00.0,19:00.0,18:00.0,19:00.0,18:00.0,0,0,1,1,0,-1,-1,0
1514382,808,3/22/2019,RST,REGION,Passage,Passage,0,-,0,-,10,Cst,U,Norrviken,Nvk,Rotebro,R,20:00.0,21:00.0,19:00.0,19:00.0,20:00.0,19:00.0,0,0,1,0,-1,-1,-2,0
2091710,808,3/22/2019,RST,REGION,Passage,Passage,0,-,0,-,11,Cst,U,Rotebro,R,Upplands Väsby,Upv,21:00.0,23:00.0,22:00.0,19:00.0,21:00.0,19:00.0,0,0,2,3,1,-2,-1,0
2592522,808,3/22/2019,RST,REGION,Passage,Passage,0,-,0,-,12,Cst,U,Upplands Väsby,Upv,Skavstaby,Skby,23:00.0,24:00.0,24:00.0,22:00.0,23:00.0,22:00.0,0,0,1,2,1,-1,0,0
2042755,808,3/22/2019,RST,REGION,Passage,Passage,0,-,0,-,13,Cst,U,Skavstaby,Skby,Rosersberg,Rs,24:00.0,27:00.0,25:00.0,24:00.0,24:00.0,24:00.0,0,0,3,1,-2,0,-2,0
2370688,808,3/22/2019,RST,REGION,Passage,Passage,0,-,0,-,14,Cst,U,Rosersberg,Rs,Brista,Bra,27:00.0,28:00.0,26:00.0,25:00.0,27:00.0,25:00.0,0,0,1,1,0,-2,-2,0
489260,808,3/22/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Cst,U,Brista,Bra,Märsta,Mr,28:00.0,30:00.0,28:00.0,26:00.0,28:00.0,26:00.0,0,0,2,2,0,-2,-2,0
2565274,808,3/22/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Cst,U,Märsta,Mr,Myrbacken,Myn,31:00.0,36:00.0,35:00.0,30:00.0,30:00.0,28:00.0,1,2,5,5,0,-1,-1,1
877602,808,3/22/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Cst,U,Myrbacken,Myn,Knivsta,Kn,36:00.0,40:00.0,38:00.0,35:00.0,36:00.0,35:00.0,0,0,4,3,-1,-1,-2,0
308001,808,3/22/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,18,Cst,U,Knivsta,Kn,Ekeby,Eby,41:00.0,44:00.0,43:00.0,40:00.0,40:00.0,38:00.0,1,2,3,3,0,-1,-1,1
2572336,808,3/22/2019,RST,REGION,Passage,Passage,0,-,0,-,19,Cst,U,Ekeby,Eby,Säby,Säy,44:00.0,47:00.0,46:00.0,43:00.0,44:00.0,43:00.0,0,0,3,3,0,-1,-1,0
2519034,808,3/22/2019,RST,REGION,Passage,Sista,0,-,10,Avstigande av resande,20,Cst,U,Säby,Säy,Uppsala c,U,47:00.0,50:00.0,49:00.0,46:00.0,47:00.0,46:00.0,0,0,3,3,0,-1,-1,0
2403227,808,3/23/2019,RST,REGION,Första,Passage,1,Påstigande av resande,0,-,1,Cst,U,Stockholm C,Cst,Karlberg,Ke,10:00.0,13:00.0,12:00.0,09:00.0,,,,,3,3,0,-1,-1,
1948418,808,3/23/2019,RST,REGION,Passage,Passage,0,-,0,-,2,Cst,U,Karlberg,Ke,Tomteboda övre,Tmö,13:00.0,14:00.0,13:00.0,12:00.0,13:00.0,12:00.0,0,0,1,1,0,-1,-1,0
2496537,808,3/23/2019,RST,REGION,Passage,Passage,0,-,0,-,3,Cst,U,Tomteboda övre,Tmö,Solna,So,14:00.0,15:00.0,14:00.0,13:00.0,14:00.0,13:00.0,0,0,1,1,0,-1,-1,0
998148,808,3/23/2019,RST,REGION,Passage,Passage,0,-,0,-,4,Cst,U,Solna,So,Ulriksdal,Udl,15:00.0,16:00.0,14:00.0,14:00.0,15:00.0,14:00.0,0,0,1,0,-1,-1,-2,0
1874729,808,3/23/2019,RST,REGION,Passage,Passage,0,-,0,-,5,Cst,U,Ulriksdal,Udl,Helenelund,Hel,16:00.0,18:00.0,16:00.0,14:00.0,16:00.0,14:00.0,0,0,2,2,0,-2,-2,0
387217,808,3/23/2019,RST,REGION,Passage,Passage,0,-,0,-,6,Cst,U,Helenelund,Hel,Kummelby,Kmy,18:00.0,18:00.0,16:00.0,16:00.0,18:00.0,16:00.0,0,0,0,0,0,-2,-2,0
300911,808,3/23/2019,RST,REGION,Passage,Passage,0,-,0,-,7,Cst,U,Kummelby,Kmy,Sollentuna,Sol,18:00.0,18:00.0,17:00.0,16:00.0,18:00.0,16:00.0,0,0,0,1,1,-2,-1,0
2032745,808,3/23/2019,RST,REGION,Passage,Passage,0,-,0,-,8,Cst,U,Sollentuna,Sol,Häggvik,Hgv,18:00.0,19:00.0,17:00.0,17:00.0,18:00.0,17:00.0,0,0,1,0,-1,-1,-2,0
1385317,808,3/23/2019,RST,REGION,Passage,Passage,0,-,0,-,9,Cst,U,Häggvik,Hgv,Norrviken,Nvk,19:00.0,20:00.0,17:00.0,17:00.0,19:00.0,17:00.0,0,0,1,0,-1,-2,-3,0
667521,808,3/23/2019,RST,REGION,Passage,Passage,0,-,0,-,10,Cst,U,Norrviken,Nvk,Rotebro,R,20:00.0,21:00.0,18:00.0,17:00.0,20:00.0,17:00.0,0,0,1,1,0,-3,-3,0
350811,808,3/23/2019,RST,REGION,Passage,Passage,0,-,0,-,11,Cst,U,Rotebro,R,Upplands Väsby,Upv,21:00.0,23:00.0,20:00.0,18:00.0,21:00.0,18:00.0,0,0,2,2,0,-3,-3,0
7189,808,3/23/2019,RST,REGION,Passage,Passage,0,-,0,-,12,Cst,U,Upplands Väsby,Upv,Skavstaby,Skby,23:00.0,24:00.0,22:00.0,20:00.0,23:00.0,20:00.0,0,0,1,2,1,-3,-2,0
1695414,808,3/23/2019,RST,REGION,Passage,Passage,0,-,0,-,13,Cst,U,Skavstaby,Skby,Rosersberg,Rs,24:00.0,27:00.0,24:00.0,22:00.0,24:00.0,22:00.0,0,0,3,2,-1,-2,-3,0
638008,808,3/23/2019,RST,REGION,Passage,Passage,0,-,0,-,14,Cst,U,Rosersberg,Rs,Brista,Bra,27:00.0,28:00.0,26:00.0,24:00.0,27:00.0,24:00.0,0,0,1,2,1,-3,-2,0
661004,808,3/23/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Cst,U,Brista,Bra,Märsta,Mr,28:00.0,30:00.0,28:00.0,26:00.0,28:00.0,26:00.0,0,0,2,2,0,-2,-2,0
2374026,808,3/23/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Cst,U,Märsta,Mr,Myrbacken,Myn,31:00.0,35:00.0,34:00.0,30:00.0,30:00.0,28:00.0,1,2,4,4,0,-1,-1,1
249520,808,3/23/2019,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Cst,U,Myrbacken,Myn,Knivsta,Kn,35:00.0,37:00.0,36:00.0,34:00.0,35:00.0,34:00.0,0,0,2,2,0,-1,-1,0
488364,808,3/23/2019,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,18,Cst,U,Knivsta,Kn,Ekeby,Eby,38:00.0,42:00.0,40:00.0,37:00.0,37:00.0,36:00.0,1,1,4,3,-1,-1,-2,0
