Tåguppdrag,Datum_PAU,Tågslag,Tågsort,UppehållstypAvgång,UppehållstypAnkomst,AktivitetskodAvgång,AktivitetskodBeskrivningAvgång,AktivitetskodAnkomst,AktivitetskodBeskrivningAnkomst,DelSträckanummer,Förstaplatssignatur_för_Uppdrag,Sistaplatssignatur_för_Uppdrag,Avgångsplats,Avgångsplatssignatur,Ankomstplats,Ankomstplatssignatur,PlanAvgTid,PlanAnkTid,UtfAnkTid,UtfAvgTid,PlanAnkTid_vid_AvgPlats,UtfAnkTid_vid_AvgPlats,PlanUppehållstidAvgång,UtfUppehållstidAvgång,PlanGångtid,UtfGångtid,FörseningGångtid,AvgFörsening,AnkFörsening,FörseningUppehållAvgång,Delay_Departure,Delay_Arrival,Start,End,Path,AvgFörsening_Imputed
5576.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,39,Gsh,Blg,Vretstorp,Vt,Östansjö,Öj,2019-03-08 23:25:00,2019-03-08 23:30:00,2019-03-08 22:47:00,2019-03-08 22:42:00,2019-03-08 23:25:00.000,2019-03-08 22:42:00.000,0.0,0.0,5,5.0,0.0,-43.0,-43.0,0.0,-43.0,-43.0,Acm,Avky,Öj,-43.0
5576.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,40,Gsh,Blg,Östansjö,Öj,Tälle,Täl,2019-03-08 23:30:00,2019-03-08 23:31:00,2019-03-08 22:50:00,2019-03-08 22:47:00,2019-03-08 23:30:00.000,2019-03-08 22:47:00.000,0.0,0.0,1,3.0,2.0,-43.0,-41.0,0.0,-43.0,-41.0,Acm,Avky,Täl,-43.0
5576.0,2019-03-08,GT,GODS,Passage,Uppehåll,0,-,2,Vagntillkoppling av godsvagnar,41,Gsh,Blg,Tälle,Täl,Hallsbergs rangerbangård,Hrbg,2019-03-08 23:31:00,2019-03-08 23:41:00,2019-03-08 23:01:00,2019-03-08 22:50:00,2019-03-08 23:31:00.000,2019-03-08 22:50:00.000,0.0,0.0,10,11.0,1.0,-41.0,-40.0,0.0,-41.0,-40.0,Acm,Avky,Hrbg,-41.0
5576.0,2019-03-08,GT,GODS,Uppehåll,Uppehåll,2,Vagntillkoppling av godsvagnar,0,Uppehåll av teknisk/personalrelaterad typ,42,Gsh,Blg,Hallsbergs rangerbangård,Hrbg,Hallsbergs pbg,Hpbg,2019-03-09 01:34:00,2019-03-09 01:38:00,2019-03-09 00:55:00,2019-03-09 00:48:00,2019-03-08 23:41:00.000,2019-03-08 23:01:00.000,113.0,107.0,4,7.0,3.0,-46.0,-43.0,-6.0,-46.0,-43.0,Acm,Avky,Hpbg,-46.0
5576.0,2019-03-08,GT,GODS,Uppehåll,Passage,0,Uppehåll av teknisk/personalrelaterad typ,0,-,43,Gsh,Blg,Hallsbergs pbg,Hpbg,Kumla,Kla,2019-03-09 01:41:00,2019-03-09 01:49:00,2019-03-09 01:06:00,2019-03-09 00:58:00,2019-03-09 01:38:00.000,2019-03-09 00:55:00.000,3.0,3.0,8,8.0,0.0,-43.0,-43.0,0.0,-43.0,-43.0,Acm,Avky,Kla,-43.0
5576.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,44,Gsh,Blg,Kumla,Kla,Mosås,Ms,2019-03-09 01:49:00,2019-03-09 02:01:00,2019-03-09 01:18:00,2019-03-09 01:06:00,2019-03-09 01:49:00.000,2019-03-09 01:06:00.000,0.0,0.0,12,12.0,0.0,-43.0,-43.0,0.0,-43.0,-43.0,Acm,Avky,Ms,-43.0
5576.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,45,Gsh,Blg,Mosås,Ms,Örebro södra,Öb,2019-03-09 02:01:00,2019-03-09 02:07:00,2019-03-09 01:23:00,,2019-03-09 02:01:00.000,2019-03-09 01:18:00.000,0.0,,6,,,,-44.0,,,-44.0,Acm,Avky,Öb,-66.28571428571429
5576.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,46,Gsh,Blg,Örebro södra,Öb,Örebro c,Ör,2019-03-09 02:07:00,2019-03-09 02:09:00,2019-03-09 01:25:00,,2019-03-09 02:07:00.000,2019-03-09 01:23:00.000,0.0,,2,,,,-44.0,,,-44.0,Acm,Avky,Ör,
5576.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,47,Gsh,Blg,Örebro c,Ör,Hovsta,Hsa,2019-03-09 02:09:00,2019-03-09 02:19:00,2019-03-09 01:34:00,2019-03-09 01:25:00,2019-03-09 02:09:00.000,2019-03-09 01:25:00.000,0.0,0.0,10,9.0,-1.0,-44.0,-45.0,0.0,-44.0,-45.0,Acm,Avky,Hsa,-44.0
5576.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,48,Gsh,Blg,Hovsta,Hsa,Ervalla,Er,2019-03-09 02:19:00,2019-03-09 02:26:00,2019-03-09 01:41:00,2019-03-09 01:34:00,2019-03-09 02:19:00.000,2019-03-09 01:34:00.000,0.0,0.0,7,7.0,0.0,-45.0,-45.0,0.0,-45.0,-45.0,Acm,Avky,Er,-45.0
5576.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,49,Gsh,Blg,Ervalla,Er,Frövi,Fv,2019-03-09 02:26:00,2019-03-09 02:36:00,2019-03-09 01:52:00,2019-03-09 01:41:00,2019-03-09 02:26:00.000,2019-03-09 01:41:00.000,0.0,0.0,10,11.0,1.0,-45.0,-44.0,0.0,-45.0,-44.0,Acm,Avky,Fv,-45.0
5576.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,50,Gsh,Blg,Frövi,Fv,Sällinge,Slg,2019-03-09 02:36:00,2019-03-09 02:43:00,2019-03-09 02:00:00,2019-03-09 01:52:00,2019-03-09 02:36:00.000,2019-03-09 01:52:00.000,0.0,0.0,7,8.0,1.0,-44.0,-43.0,0.0,-44.0,-43.0,Acm,Avky,Slg,-44.0
5576.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,51,Gsh,Blg,Sällinge,Slg,Spannarboda,Sba,2019-03-09 02:43:00,2019-03-09 02:47:00,2019-03-09 02:05:00,2019-03-09 02:00:00,2019-03-09 02:43:00.000,2019-03-09 02:00:00.000,0.0,0.0,4,5.0,1.0,-43.0,-42.0,0.0,-43.0,-42.0,Acm,Avky,Sba,-43.0
5576.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,52,Gsh,Blg,Spannarboda,Sba,Näverkärret,Nkt,2019-03-09 02:47:00,2019-03-09 02:55:00,2019-03-09 02:11:00,2019-03-09 02:05:00,2019-03-09 02:47:00.000,2019-03-09 02:05:00.000,0.0,0.0,8,6.0,-2.0,-42.0,-44.0,0.0,-42.0,-44.0,Acm,Avky,Nkt,-42.0
5576.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,53,Gsh,Blg,Näverkärret,Nkt,Krampen,Krn,2019-03-09 02:55:00,2019-03-09 03:02:00,2019-03-09 02:18:00,2019-03-09 02:11:00,2019-03-09 02:55:00.000,2019-03-09 02:11:00.000,0.0,0.0,7,7.0,0.0,-44.0,-44.0,0.0,-44.0,-44.0,Acm,Avky,Krn,-44.0
5576.0,2019-03-08,GT,GODS,Passage,Uppehåll,0,-,0,-,54,Gsh,Blg,Krampen,Krn,Skinnskatteberg,Skb,2019-03-09 03:02:00,2019-03-09 03:13:00,2019-03-09 02:26:00,2019-03-09 02:18:00,2019-03-09 03:02:00.000,2019-03-09 02:18:00.000,0.0,0.0,11,8.0,-3.0,-44.0,-47.0,0.0,-44.0,-47.0,Acm,Avky,Skb,-44.0
5576.0,2019-03-08,GT,GODS,Uppehåll,Passage,0,-,0,-,55,Gsh,Blg,Skinnskatteberg,Skb,Dagarn,Dn,2019-03-09 03:16:00,2019-03-09 03:27:00,2019-03-09 02:32:00,2019-03-09 02:26:00,2019-03-09 03:13:00.000,2019-03-09 02:26:00.000,3.0,0.0,11,6.0,-5.0,-50.0,-55.0,-3.0,-50.0,-55.0,Acm,Avky,Dn,-50.0
5576.0,2019-03-08,GT,GODS,Passage,Uppehåll,0,-,0,-,56,Gsh,Blg,Dagarn,Dn,Fagersta c,Fgc,2019-03-09 03:27:00,2019-03-09 03:39:00,2019-03-09 02:41:00,2019-03-09 02:32:00,2019-03-09 03:27:00.000,2019-03-09 02:32:00.000,0.0,0.0,12,9.0,-3.0,-55.0,-58.0,0.0,-55.0,-58.0,Acm,Avky,Fgc,-55.0
5576.0,2019-03-08,GT,GODS,Uppehåll,Passage,0,-,0,-,57,Gsh,Blg,Fagersta c,Fgc,Snyten,Snt,2019-03-09 03:47:00,2019-03-09 04:00:00,2019-03-09 02:52:00,2019-03-09 02:43:00,2019-03-09 03:39:00.000,2019-03-09 02:41:00.000,8.0,2.0,13,9.0,-4.0,-64.0,-68.0,-6.0,-64.0,-68.0,Acm,Avky,Snt,-64.0
5576.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,58,Gsh,Blg,Snyten,Snt,Karbenning,Kbn,2019-03-09 04:00:00,2019-03-09 04:04:00,2019-03-09 02:56:00,2019-03-09 02:52:00,2019-03-09 04:00:00.000,2019-03-09 02:52:00.000,0.0,0.0,4,4.0,0.0,-68.0,-68.0,0.0,-68.0,-68.0,Acm,Avky,Kbn,-68.0
5576.0,2019-03-08,GT,GODS,Passage,Passage,0,-,0,-,59,Gsh,Blg,Karbenning,Kbn,Hökmora,Hma,2019-03-09 04:04:00,2019-03-09 04:08:00,2019-03-09 03:00:00,2019-03-09 02:56:00,2019-03-09 04:04:00.000,2019-03-09 02:56:00.000,0.0,0.0,4,4.0,0.0,-68.0,-68.0,0.0,-68.0,-68.0,Acm,Avky,Hma,-68.0
5576.0,2019-03-08,GT,GODS,Passage,Sista,0,-,20,Vagnavkoppling av godsvagnar,60,Gsh,Blg,Hökmora,Hma,Avesta Krylbo,Avky,2019-03-09 04:08:00,2019-03-09 04:18:00,2019-03-09 03:08:00,2019-03-09 03:00:00,2019-03-09 04:08:00.000,2019-03-09 03:00:00.000,0.0,0.0,10,8.0,-2.0,-68.0,-70.0,0.0,-68.0,-70.0,Acm,Avky,Avky,-68.0
5576.0,2019-03-14,TJT,-,Första,Passage,22,Vagn av- och tillkoppling av godsvagnar,0,-,1,Gsh,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-15 04:57:00,2019-03-15 05:00:00,2019-03-15 03:49:00,2019-03-15 03:47:00,,,,,3,2.0,-1.0,-70.0,-71.0,,-70.0,-71.0,Acm,Avky,Acm,-70.0
5576.0,2019-03-14,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Gsh,Blg,Göteborg Skandiahamnen,Gsh,Pölsebo,Pöb,2019-03-14 18:00:00,2019-03-14 18:05:00,2019-03-14 17:36:00,2019-03-14 17:23:00,,,,,5,13.0,8.0,-37.0,-29.0,,-37.0,-29.0,Acm,Avky,Pöb,-37.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,2,Gsh,Blg,Pölsebo,Pöb,Göteborg Kville,Gk,2019-03-14 18:05:00,2019-03-14 18:15:00,2019-03-14 17:47:00,2019-03-14 17:36:00,2019-03-14 18:05:00.000,2019-03-14 17:36:00.000,0.0,0.0,10,11.0,1.0,-29.0,-28.0,0.0,-29.0,-28.0,Acm,Avky,Gk,-29.0
5576.0,2019-03-14,TJT,-,Passage,Uppehåll,0,-,0,-,2,Gsh,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-15 05:00:00,2019-03-15 05:06:00,2019-03-15 03:55:00,,2019-03-15 05:00:00.000,2019-03-15 03:49:00.000,0.0,,6,,,,-71.0,,,-71.0,Acm,Avky,Snb,
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,3,Gsh,Blg,Göteborg Kville,Gk,Olskroken,Or,2019-03-14 18:15:00,2019-03-14 18:20:00,2019-03-14 17:51:00,2019-03-14 17:47:00,2019-03-14 18:15:00.000,2019-03-14 17:47:00.000,0.0,0.0,5,4.0,-1.0,-28.0,-29.0,0.0,-28.0,-29.0,Acm,Avky,Or,-28.0
5576.0,2019-03-14,TJT,-,Uppehåll,Passage,0,-,0,-,3,Gsh,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-15 05:16:00,2019-03-15 05:22:00,2019-03-15 04:01:00,2019-03-15 03:55:00,2019-03-15 05:06:00.000,2019-03-15 03:55:00.000,10.0,0.0,6,6.0,0.0,-81.0,-81.0,-10.0,-81.0,-81.0,Acm,Avky,Hdm,-81.0
5576.0,2019-03-14,TJT,-,Passage,Passage,0,-,0,-,4,Gsh,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-15 05:22:00,2019-03-15 05:26:00,2019-03-15 04:05:00,2019-03-15 04:01:00,2019-03-15 05:22:00.000,2019-03-15 04:01:00.000,0.0,0.0,4,4.0,0.0,-81.0,-81.0,0.0,-81.0,-81.0,Acm,Avky,Vhy,-81.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,4,Gsh,Blg,Olskroken,Or,Göteborg Sävenäs,Gsv,2019-03-14 18:20:00,2019-03-14 18:21:00,2019-03-14 17:52:00,2019-03-14 17:51:00,2019-03-14 18:20:00.000,2019-03-14 17:51:00.000,0.0,0.0,1,1.0,0.0,-29.0,-29.0,0.0,-29.0,-29.0,Acm,Avky,Gsv,-29.0
5576.0,2019-03-14,TJT,-,Passage,Passage,0,-,0,-,5,Gsh,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-15 05:26:00,2019-03-15 05:31:00,2019-03-15 04:09:00,2019-03-15 04:05:00,2019-03-15 05:26:00.000,2019-03-15 04:05:00.000,0.0,0.0,5,4.0,-1.0,-81.0,-82.0,0.0,-81.0,-82.0,Acm,Avky,St,-81.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,5,Gsh,Blg,Göteborg Sävenäs,Gsv,Sävenäs,Säv,2019-03-14 18:21:00,2019-03-14 18:22:00,2019-03-14 18:05:00,2019-03-14 17:52:00,2019-03-14 18:21:00.000,2019-03-14 17:52:00.000,0.0,0.0,1,13.0,12.0,-29.0,-17.0,0.0,-29.0,-17.0,Acm,Avky,Säv,-29.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,6,Gsh,Blg,Sävenäs,Säv,Sävedalen,Sel,2019-03-14 18:22:00,2019-03-14 18:25:00,2019-03-14 18:09:00,,2019-03-14 18:22:00.000,2019-03-14 18:05:00.000,0.0,,3,,,,-16.0,,,-16.0,Acm,Avky,Sel,10.25
5576.0,2019-03-14,TJT,-,Passage,Passage,0,-,0,-,6,Gsh,Blg,Säter,St,Gustafs,Gtf,2019-03-15 05:31:00,2019-03-15 05:37:00,2019-03-15 04:15:00,2019-03-15 04:09:00,2019-03-15 05:31:00.000,2019-03-15 04:09:00.000,0.0,0.0,6,6.0,0.0,-82.0,-82.0,0.0,-82.0,-82.0,Acm,Avky,Gtf,-82.0
5576.0,2019-03-14,TJT,-,Passage,Passage,0,-,0,-,7,Gsh,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-15 05:37:00,2019-03-15 05:41:00,2019-03-15 04:18:00,2019-03-15 04:15:00,2019-03-15 05:37:00.000,2019-03-15 04:15:00.000,0.0,0.0,4,3.0,-1.0,-82.0,-83.0,0.0,-82.0,-83.0,Acm,Avky,Sau,-82.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,7,Gsh,Blg,Sävedalen,Sel,Partille,P,2019-03-14 18:25:00,2019-03-14 18:26:00,2019-03-14 18:10:00,2019-03-14 18:09:00,2019-03-14 18:25:00.000,2019-03-14 18:09:00.000,0.0,0.0,1,1.0,0.0,-16.0,-16.0,0.0,-16.0,-16.0,Acm,Avky,P,-16.0
5576.0,2019-03-14,TJT,-,Passage,Sista,0,-,0,Uppehåll av teknisk/personalrelaterad typ,8,Gsh,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-15 05:41:00,2019-03-15 05:47:00,2019-03-15 04:24:00,2019-03-15 04:18:00,2019-03-15 05:41:00.000,2019-03-15 04:18:00.000,0.0,0.0,6,6.0,0.0,-83.0,-83.0,0.0,-83.0,-83.0,Acm,Avky,Blg,-83.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,8,Gsh,Blg,Partille,P,Jonsered Västra,Jv,2019-03-14 18:26:00,2019-03-14 18:31:00,2019-03-14 18:16:00,2019-03-14 18:10:00,2019-03-14 18:26:00.000,2019-03-14 18:10:00.000,0.0,0.0,5,6.0,1.0,-16.0,-15.0,0.0,-16.0,-15.0,Acm,Avky,Jv,-16.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,9,Gsh,Blg,Jonsered Västra,Jv,Jonsered östra,J,2019-03-14 18:31:00,2019-03-14 18:31:00,2019-03-14 18:15:00,2019-03-14 18:16:00,2019-03-14 18:31:00.000,2019-03-14 18:16:00.000,0.0,0.0,0,-1.0,-1.0,-15.0,-16.0,0.0,-15.0,-16.0,Acm,Avky,J,-15.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,10,Gsh,Blg,Jonsered östra,J,Aspen,Apn,2019-03-14 18:31:00,2019-03-14 18:34:00,2019-03-14 18:18:00,2019-03-14 18:15:00,2019-03-14 18:31:00.000,2019-03-14 18:15:00.000,0.0,0.0,3,3.0,0.0,-16.0,-16.0,0.0,-16.0,-16.0,Acm,Avky,Apn,-16.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,11,Gsh,Blg,Aspen,Apn,Aspedalen,Asd,2019-03-14 18:34:00,2019-03-14 18:35:00,2019-03-14 18:19:00,2019-03-14 18:18:00,2019-03-14 18:34:00.000,2019-03-14 18:18:00.000,0.0,0.0,1,1.0,0.0,-16.0,-16.0,0.0,-16.0,-16.0,Acm,Avky,Asd,-16.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,12,Gsh,Blg,Aspedalen,Asd,Lerum,Lr,2019-03-14 18:35:00,2019-03-14 18:35:00,2019-03-14 18:20:00,2019-03-14 18:19:00,2019-03-14 18:35:00.000,2019-03-14 18:19:00.000,0.0,0.0,0,1.0,1.0,-16.0,-15.0,0.0,-16.0,-15.0,Acm,Avky,Lr,-16.0
5576.0,2019-03-14,GT,GODS,Passage,Uppehåll,0,-,0,-,13,Gsh,Blg,Lerum,Lr,Stenkullen,Sn,2019-03-14 18:35:00,2019-03-14 18:39:00,2019-03-14 18:26:00,2019-03-14 18:20:00,2019-03-14 18:35:00.000,2019-03-14 18:20:00.000,0.0,0.0,4,6.0,2.0,-15.0,-13.0,0.0,-15.0,-13.0,Acm,Avky,Sn,-15.0
5576.0,2019-03-14,GT,GODS,Uppehåll,Passage,0,-,0,-,14,Gsh,Blg,Stenkullen,Sn,Floda,Fd,2019-03-14 18:54:00,2019-03-14 19:01:00,2019-03-14 18:31:00,2019-03-14 18:28:00,2019-03-14 18:39:00.000,2019-03-14 18:26:00.000,15.0,2.0,7,3.0,-4.0,-26.0,-30.0,-13.0,-26.0,-30.0,Acm,Avky,Fd,-26.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,15,Gsh,Blg,Floda,Fd,Norsesund västra,Ndv,2019-03-14 19:01:00,2019-03-14 19:06:00,2019-03-14 18:35:00,2019-03-14 18:31:00,2019-03-14 19:01:00.000,2019-03-14 18:31:00.000,0.0,0.0,5,4.0,-1.0,-30.0,-31.0,0.0,-30.0,-31.0,Acm,Avky,Ndv,-30.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,16,Gsh,Blg,Norsesund västra,Ndv,Norsesund,Ns,2019-03-14 19:06:00,2019-03-14 19:07:00,2019-03-14 18:36:00,2019-03-14 18:35:00,2019-03-14 19:06:00.000,2019-03-14 18:35:00.000,0.0,0.0,1,1.0,0.0,-31.0,-31.0,0.0,-31.0,-31.0,Acm,Avky,Ns,-31.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,17,Gsh,Blg,Norsesund,Ns,Västra Bodarna,Vbd,2019-03-14 19:07:00,2019-03-14 19:09:00,2019-03-14 18:38:00,2019-03-14 18:36:00,2019-03-14 19:07:00.000,2019-03-14 18:36:00.000,0.0,0.0,2,2.0,0.0,-31.0,-31.0,0.0,-31.0,-31.0,Acm,Avky,Vbd,-31.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,18,Gsh,Blg,Västra Bodarna,Vbd,Bryngenäs,Bgs,2019-03-14 19:09:00,2019-03-14 19:10:00,2019-03-14 18:39:00,2019-03-14 18:38:00,2019-03-14 19:09:00.000,2019-03-14 18:38:00.000,0.0,0.0,1,1.0,0.0,-31.0,-31.0,0.0,-31.0,-31.0,Acm,Avky,Bgs,-31.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,19,Gsh,Blg,Bryngenäs,Bgs,Alingsås,A,2019-03-14 19:10:00,2019-03-14 19:15:00,2019-03-14 18:42:00,2019-03-14 18:39:00,2019-03-14 19:10:00.000,2019-03-14 18:39:00.000,0.0,0.0,5,3.0,-2.0,-31.0,-33.0,0.0,-31.0,-33.0,Acm,Avky,A,-31.0
5576.0,2019-03-14,GT,GODS,Passage,Uppehåll,0,-,0,-,20,Gsh,Blg,Alingsås,A,Algutsgården,Agg,2019-03-14 19:15:00,2019-03-14 19:25:00,2019-03-14 18:48:00,2019-03-14 18:42:00,2019-03-14 19:15:00.000,2019-03-14 18:42:00.000,0.0,0.0,10,6.0,-4.0,-33.0,-37.0,0.0,-33.0,-37.0,Acm,Avky,Agg,-33.0
5576.0,2019-03-14,GT,GODS,Uppehåll,Passage,0,-,0,-,21,Gsh,Blg,Algutsgården,Agg,Vårgårda,Vgå,2019-03-14 19:40:00,2019-03-14 19:49:00,2019-03-14 19:21:00,2019-03-14 19:11:00,2019-03-14 19:25:00.000,2019-03-14 18:48:00.000,15.0,23.0,9,10.0,1.0,-29.0,-28.0,8.0,-29.0,-28.0,Acm,Avky,Vgå,-29.0
5576.0,2019-03-14,GT,GODS,Passage,Uppehåll,0,-,0,-,22,Gsh,Blg,Vårgårda,Vgå,Herrljunga,Hr,2019-03-14 19:49:00,2019-03-14 20:02:00,2019-03-14 19:30:00,2019-03-14 19:21:00,2019-03-14 19:49:00.000,2019-03-14 19:21:00.000,0.0,0.0,13,9.0,-4.0,-28.0,-32.0,0.0,-28.0,-32.0,Acm,Avky,Hr,-28.0
5576.0,2019-03-14,GT,GODS,Uppehåll,Passage,0,-,0,-,23,Gsh,Blg,Herrljunga,Hr,Källeryd,Kä,2019-03-14 20:10:00,2019-03-14 20:22:00,2019-03-14 19:38:00,2019-03-14 19:30:00,2019-03-14 20:02:00.000,2019-03-14 19:30:00.000,8.0,0.0,12,8.0,-4.0,-40.0,-44.0,-8.0,-40.0,-44.0,Acm,Avky,Kä,-40.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,24,Gsh,Blg,Källeryd,Kä,Floby,Fby,2019-03-14 20:22:00,2019-03-14 20:29:00,2019-03-14 20:06:00,2019-03-14 19:38:00,2019-03-14 20:22:00.000,2019-03-14 19:38:00.000,0.0,0.0,7,28.0,21.0,-44.0,-23.0,0.0,-44.0,-23.0,Acm,Avky,Fby,-44.0
5576.0,2019-03-14,GT,GODS,Passage,Uppehåll,0,-,0,Uppehåll av teknisk/personalrelaterad typ,25,Gsh,Blg,Floby,Fby,Falköpings c,F,2019-03-14 20:29:00,2019-03-14 20:42:00,2019-03-14 20:19:00,2019-03-14 20:06:00,2019-03-14 20:29:00.000,2019-03-14 20:06:00.000,0.0,0.0,13,13.0,0.0,-23.0,-23.0,0.0,-23.0,-23.0,Acm,Avky,F,-23.0
5576.0,2019-03-14,GT,GODS,Uppehåll,Passage,0,Uppehåll av teknisk/personalrelaterad typ,0,-,26,Gsh,Blg,Falköpings c,F,Stenstorp,Ss,2019-03-14 21:36:00,2019-03-14 21:51:00,2019-03-14 20:37:00,2019-03-14 20:25:00,2019-03-14 20:42:00.000,2019-03-14 20:19:00.000,54.0,6.0,15,12.0,-3.0,-71.0,-74.0,-48.0,-71.0,-74.0,Acm,Avky,Ss,-71.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,27,Gsh,Blg,Stenstorp,Ss,Regumatorp,Rmtp,2019-03-14 21:51:00,2019-03-14 21:57:00,2019-03-14 20:45:00,2019-03-14 20:37:00,2019-03-14 21:51:00.000,2019-03-14 20:37:00.000,0.0,0.0,6,8.0,2.0,-74.0,-72.0,0.0,-74.0,-72.0,Acm,Avky,Rmtp,-74.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,28,Gsh,Blg,Regumatorp,Rmtp,Skövde c,Sk,2019-03-14 21:57:00,2019-03-14 22:04:00,2019-03-14 20:52:00,2019-03-14 20:45:00,2019-03-14 21:57:00.000,2019-03-14 20:45:00.000,0.0,0.0,7,7.0,0.0,-72.0,-72.0,0.0,-72.0,-72.0,Acm,Avky,Sk,-72.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,29,Gsh,Blg,Skövde c,Sk,Väring,Vä,2019-03-14 22:04:00,2019-03-14 22:15:00,2019-03-14 22:07:00,2019-03-14 20:52:00,2019-03-14 22:04:00.000,2019-03-14 20:52:00.000,0.0,0.0,11,75.0,64.0,-72.0,-8.0,0.0,-72.0,-8.0,Acm,Avky,Vä,-72.0
5576.0,2019-03-14,GT,GODS,Passage,Uppehåll,0,-,0,-,30,Gsh,Blg,Väring,Vä,Moholm,Mh,2019-03-14 22:15:00,2019-03-14 22:25:00,2019-03-14 22:12:00,2019-03-14 22:07:00,2019-03-14 22:15:00.000,2019-03-14 22:07:00.000,0.0,0.0,10,5.0,-5.0,-8.0,-13.0,0.0,-8.0,-13.0,Acm,Avky,Mh,-8.0
5576.0,2019-03-14,GT,GODS,Uppehåll,Passage,0,-,0,-,31,Gsh,Blg,Moholm,Mh,Töreboda,T,2019-03-14 22:32:00,2019-03-14 22:44:00,2019-03-14 22:25:00,2019-03-14 22:17:00,2019-03-14 22:25:00.000,2019-03-14 22:12:00.000,7.0,5.0,12,8.0,-4.0,-15.0,-19.0,-2.0,-15.0,-19.0,Acm,Avky,T,-15.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,32,Gsh,Blg,Töreboda,T,Slätte,Sle,2019-03-14 22:44:00,2019-03-14 22:50:00,2019-03-14 22:31:00,2019-03-14 22:25:00,2019-03-14 22:44:00.000,2019-03-14 22:25:00.000,0.0,0.0,6,6.0,0.0,-19.0,-19.0,0.0,-19.0,-19.0,Acm,Avky,Sle,-19.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,33,Gsh,Blg,Slätte,Sle,Älgarås,Äl,2019-03-14 22:50:00,2019-03-14 22:55:00,2019-03-14 22:35:00,2019-03-14 22:31:00,2019-03-14 22:50:00.000,2019-03-14 22:31:00.000,0.0,0.0,5,4.0,-1.0,-19.0,-20.0,0.0,-19.0,-20.0,Acm,Avky,Äl,-19.0
5576.0,2019-03-14,GT,GODS,Passage,Passage,0,-,0,-,34,Gsh,Blg,Älgarås,Äl,Gårdsjö,Gdö,2019-03-14 22:55:00,2019-03-14 23:02:00,2019-03-14 23:01:00,2019-03-14 22:35:00,2019-03-14 22:55:00.000,2019-03-14 22:35:00.000,0.0,0.0,7,26.0,19.0,-20.0,-1.0,0.0,-20.0,-1.0,Acm,Avky,Gdö,-20.0
