Tåguppdrag,Datum_PAU,Tågslag,Tågsort,UppehållstypAvgång,UppehållstypAnkomst,AktivitetskodAvgång,AktivitetskodBeskrivningAvgång,AktivitetskodAnkomst,AktivitetskodBeskrivningAnkomst,DelSträckanummer,Förstaplatssignatur_för_Uppdrag,Sistaplatssignatur_för_Uppdrag,Avgångsplats,Avgångsplatssignatur,Ankomstplats,Ankomstplatssignatur,PlanAvgTid,PlanAnkTid,UtfAnkTid,UtfAvgTid,PlanAnkTid_vid_AvgPlats,UtfAnkTid_vid_AvgPlats,PlanUppehållstidAvgång,UtfUppehållstidAvgång,PlanGångtid,UtfGångtid,FörseningGångtid,AvgFörsening,AnkFörsening,FörseningUppehållAvgång,Delay_Departure,Delay_Arrival,Start,End,Path,AvgFörsening_Imputed
5576.0,2019-03-22,GT,GODS,Uppehåll,Passage,0,-,0,-,35,Gsh,Blg,Gårdsjö,Gdö,Finnerödja,Fa,2019-03-22 22:53:00,2019-03-22 23:03:00,2019-03-22 22:06:00,2019-03-22 21:59:00,2019-03-22 22:33:00.000,2019-03-22 21:52:00.000,20.0,7.0,10,7.0,-3.0,-54.0,-57.0,-13.0,-54.0,-57.0,Acm,Avky,Fa,-54.0
5576.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,36,Gsh,Blg,Finnerödja,Fa,Laxå,Lå,2019-03-22 23:03:00,2019-03-22 23:14:00,2019-03-22 22:15:00,2019-03-22 22:06:00,2019-03-22 23:03:00.000,2019-03-22 22:06:00.000,0.0,0.0,11,9.0,-2.0,-57.0,-59.0,0.0,-57.0,-59.0,Acm,Avky,Lå,-57.0
5576.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,37,Gsh,Blg,Laxå,Lå,Linddalen,Lln,2019-03-22 23:14:00,2019-03-22 23:21:00,2019-03-22 22:21:00,2019-03-22 22:15:00,2019-03-22 23:14:00.000,2019-03-22 22:15:00.000,0.0,0.0,7,6.0,-1.0,-59.0,-60.0,0.0,-59.0,-60.0,Acm,Avky,Lln,-59.0
5576.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,38,Gsh,Blg,Linddalen,Lln,Vretstorp,Vt,2019-03-22 23:21:00,2019-03-22 23:25:00,2019-03-22 22:25:00,2019-03-22 22:21:00,2019-03-22 23:21:00.000,2019-03-22 22:21:00.000,0.0,0.0,4,4.0,0.0,-60.0,-60.0,0.0,-60.0,-60.0,Acm,Avky,Vt,-60.0
5576.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,39,Gsh,Blg,Vretstorp,Vt,Östansjö,Öj,2019-03-22 23:25:00,2019-03-22 23:30:00,2019-03-22 22:30:00,2019-03-22 22:25:00,2019-03-22 23:25:00.000,2019-03-22 22:25:00.000,0.0,0.0,5,5.0,0.0,-60.0,-60.0,0.0,-60.0,-60.0,Acm,Avky,Öj,-60.0
5576.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,40,Gsh,Blg,Östansjö,Öj,Tälle,Täl,2019-03-22 23:30:00,2019-03-22 23:31:00,2019-03-22 22:32:00,2019-03-22 22:30:00,2019-03-22 23:30:00.000,2019-03-22 22:30:00.000,0.0,0.0,1,2.0,1.0,-60.0,-59.0,0.0,-60.0,-59.0,Acm,Avky,Täl,-60.0
5576.0,2019-03-22,GT,GODS,Passage,Uppehåll,0,-,2,Vagntillkoppling av godsvagnar,41,Gsh,Blg,Tälle,Täl,Hallsbergs rangerbangård,Hrbg,2019-03-22 23:31:00,2019-03-22 23:41:00,2019-03-22 22:39:00,2019-03-22 22:32:00,2019-03-22 23:31:00.000,2019-03-22 22:32:00.000,0.0,0.0,10,7.0,-3.0,-59.0,-62.0,0.0,-59.0,-62.0,Acm,Avky,Hrbg,-59.0
5576.0,2019-03-22,GT,GODS,Uppehåll,Uppehåll,2,Vagntillkoppling av godsvagnar,0,Uppehåll av teknisk/personalrelaterad typ,42,Gsh,Blg,Hallsbergs rangerbangård,Hrbg,Hallsbergs pbg,Hpbg,2019-03-23 01:34:00,2019-03-23 01:38:00,2019-03-22 23:58:00,2019-03-22 23:51:00,2019-03-22 23:41:00.000,2019-03-22 22:39:00.000,113.0,72.0,4,7.0,3.0,-103.0,-100.0,-41.0,-103.0,-100.0,Acm,Avky,Hpbg,-103.0
5576.0,2019-03-22,GT,GODS,Uppehåll,Passage,0,Uppehåll av teknisk/personalrelaterad typ,0,-,43,Gsh,Blg,Hallsbergs pbg,Hpbg,Kumla,Kla,2019-03-23 01:41:00,2019-03-23 01:49:00,2019-03-23 00:05:00,2019-03-22 23:58:00,2019-03-23 01:38:00.000,2019-03-22 23:58:00.000,3.0,0.0,8,7.0,-1.0,-103.0,-104.0,-3.0,-103.0,-104.0,Acm,Avky,Kla,-103.0
5576.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,44,Gsh,Blg,Kumla,Kla,Mosås,Ms,2019-03-23 01:49:00,2019-03-23 02:01:00,2019-03-23 00:14:00,2019-03-23 00:05:00,2019-03-23 01:49:00.000,2019-03-23 00:05:00.000,0.0,0.0,12,9.0,-3.0,-104.0,-107.0,0.0,-104.0,-107.0,Acm,Avky,Ms,-104.0
5576.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,45,Gsh,Blg,Mosås,Ms,Örebro södra,Öb,2019-03-23 02:01:00,2019-03-23 02:07:00,2019-03-23 00:21:00,2019-03-23 00:14:00,2019-03-23 02:01:00.000,2019-03-23 00:14:00.000,0.0,0.0,6,7.0,1.0,-107.0,-106.0,0.0,-107.0,-106.0,Acm,Avky,Öb,-107.0
5576.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,46,Gsh,Blg,Örebro södra,Öb,Örebro c,Ör,2019-03-23 02:07:00,2019-03-23 02:09:00,2019-03-23 00:22:00,,2019-03-23 02:07:00.000,2019-03-23 00:21:00.000,0.0,,2,,,,-107.0,,,-107.0,Acm,Avky,Ör,
5576.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,47,Gsh,Blg,Örebro c,Ör,Hovsta,Hsa,2019-03-23 02:09:00,2019-03-23 02:19:00,2019-03-23 00:31:00,2019-03-23 00:22:00,2019-03-23 02:09:00.000,2019-03-23 00:22:00.000,0.0,0.0,10,9.0,-1.0,-107.0,-108.0,0.0,-107.0,-108.0,Acm,Avky,Hsa,-107.0
5576.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,48,Gsh,Blg,Hovsta,Hsa,Ervalla,Er,2019-03-23 02:19:00,2019-03-23 02:26:00,2019-03-23 00:37:00,2019-03-23 00:31:00,2019-03-23 02:19:00.000,2019-03-23 00:31:00.000,0.0,0.0,7,6.0,-1.0,-108.0,-109.0,0.0,-108.0,-109.0,Acm,Avky,Er,-108.0
5576.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,49,Gsh,Blg,Ervalla,Er,Frövi,Fv,2019-03-23 02:26:00,2019-03-23 02:36:00,2019-03-23 00:46:00,2019-03-23 00:37:00,2019-03-23 02:26:00.000,2019-03-23 00:37:00.000,0.0,0.0,10,9.0,-1.0,-109.0,-110.0,0.0,-109.0,-110.0,Acm,Avky,Fv,-109.0
5576.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,50,Gsh,Blg,Frövi,Fv,Sällinge,Slg,2019-03-23 02:36:00,2019-03-23 02:43:00,2019-03-23 00:54:00,2019-03-23 00:46:00,2019-03-23 02:36:00.000,2019-03-23 00:46:00.000,0.0,0.0,7,8.0,1.0,-110.0,-109.0,0.0,-110.0,-109.0,Acm,Avky,Slg,-110.0
5576.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,51,Gsh,Blg,Sällinge,Slg,Spannarboda,Sba,2019-03-23 02:43:00,2019-03-23 02:47:00,2019-03-23 00:58:00,2019-03-23 00:54:00,2019-03-23 02:43:00.000,2019-03-23 00:54:00.000,0.0,0.0,4,4.0,0.0,-109.0,-109.0,0.0,-109.0,-109.0,Acm,Avky,Sba,-109.0
5576.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,52,Gsh,Blg,Spannarboda,Sba,Näverkärret,Nkt,2019-03-23 02:47:00,2019-03-23 02:55:00,2019-03-23 01:04:00,2019-03-23 00:58:00,2019-03-23 02:47:00.000,2019-03-23 00:58:00.000,0.0,0.0,8,6.0,-2.0,-109.0,-111.0,0.0,-109.0,-111.0,Acm,Avky,Nkt,-109.0
5576.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,53,Gsh,Blg,Näverkärret,Nkt,Krampen,Krn,2019-03-23 02:55:00,2019-03-23 03:02:00,2019-03-23 01:10:00,2019-03-23 01:04:00,2019-03-23 02:55:00.000,2019-03-23 01:04:00.000,0.0,0.0,7,6.0,-1.0,-111.0,-112.0,0.0,-111.0,-112.0,Acm,Avky,Krn,-111.0
5576.0,2019-03-22,GT,GODS,Passage,Uppehåll,0,-,0,-,54,Gsh,Blg,Krampen,Krn,Skinnskatteberg,Skb,2019-03-23 03:02:00,2019-03-23 03:13:00,2019-03-23 01:19:00,2019-03-23 01:10:00,2019-03-23 03:02:00.000,2019-03-23 01:10:00.000,0.0,0.0,11,9.0,-2.0,-112.0,-114.0,0.0,-112.0,-114.0,Acm,Avky,Skb,-112.0
5576.0,2019-03-22,GT,GODS,Uppehåll,Passage,0,-,0,-,55,Gsh,Blg,Skinnskatteberg,Skb,Dagarn,Dn,2019-03-23 03:16:00,2019-03-23 03:27:00,2019-03-23 01:25:00,2019-03-23 01:19:00,2019-03-23 03:13:00.000,2019-03-23 01:19:00.000,3.0,0.0,11,6.0,-5.0,-117.0,-122.0,-3.0,-117.0,-122.0,Acm,Avky,Dn,-117.0
5576.0,2019-03-22,GT,GODS,Passage,Uppehåll,0,-,0,-,56,Gsh,Blg,Dagarn,Dn,Fagersta c,Fgc,2019-03-23 03:27:00,2019-03-23 03:39:00,2019-03-23 01:33:00,2019-03-23 01:25:00,2019-03-23 03:27:00.000,2019-03-23 01:25:00.000,0.0,0.0,12,8.0,-4.0,-122.0,-126.0,0.0,-122.0,-126.0,Acm,Avky,Fgc,-122.0
5576.0,2019-03-22,GT,GODS,Uppehåll,Passage,0,-,0,-,57,Gsh,Blg,Fagersta c,Fgc,Snyten,Snt,2019-03-23 03:47:00,2019-03-23 04:00:00,2019-03-23 01:43:00,2019-03-23 01:35:00,2019-03-23 03:39:00.000,2019-03-23 01:33:00.000,8.0,2.0,13,8.0,-5.0,-132.0,-137.0,-6.0,-132.0,-137.0,Acm,Avky,Snt,-132.0
5576.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,58,Gsh,Blg,Snyten,Snt,Karbenning,Kbn,2019-03-23 04:00:00,2019-03-23 04:04:00,2019-03-23 01:46:00,2019-03-23 01:43:00,2019-03-23 04:00:00.000,2019-03-23 01:43:00.000,0.0,0.0,4,3.0,-1.0,-137.0,-138.0,0.0,-137.0,-138.0,Acm,Avky,Kbn,-137.0
5576.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,59,Gsh,Blg,Karbenning,Kbn,Hökmora,Hma,2019-03-23 04:04:00,2019-03-23 04:08:00,2019-03-23 01:50:00,2019-03-23 01:46:00,2019-03-23 04:04:00.000,2019-03-23 01:46:00.000,0.0,0.0,4,4.0,0.0,-138.0,-138.0,0.0,-138.0,-138.0,Acm,Avky,Hma,-138.0
5576.0,2019-03-22,GT,GODS,Passage,Sista,0,-,20,Vagnavkoppling av godsvagnar,60,Gsh,Blg,Hökmora,Hma,Avesta Krylbo,Avky,2019-03-23 04:08:00,2019-03-23 04:18:00,2019-03-23 01:57:00,2019-03-23 01:50:00,2019-03-23 04:08:00.000,2019-03-23 01:50:00.000,0.0,0.0,10,7.0,-3.0,-138.0,-141.0,0.0,-138.0,-141.0,Acm,Avky,Avky,-138.0
5576.0,2019-03-28,TJT,-,Första,Passage,22,Vagn av- och tillkoppling av godsvagnar,0,-,1,Gsh,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-29 04:57:00,2019-03-29 05:00:00,2019-03-29 04:22:00,2019-03-29 04:20:00,,,,,3,2.0,-1.0,-37.0,-38.0,,-37.0,-38.0,Acm,Avky,Acm,-37.0
5576.0,2019-03-28,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Gsh,Blg,Göteborg Skandiahamnen,Gsh,Pölsebo,Pöb,2019-03-28 18:00:00,2019-03-28 18:05:00,2019-03-28 17:56:00,2019-03-28 17:50:00,,,,,5,6.0,1.0,-10.0,-9.0,,-10.0,-9.0,Acm,Avky,Pöb,-10.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,2,Gsh,Blg,Pölsebo,Pöb,Göteborg Kville,Gk,2019-03-28 18:05:00,2019-03-28 18:15:00,2019-03-28 18:08:00,2019-03-28 17:56:00,2019-03-28 18:05:00.000,2019-03-28 17:56:00.000,0.0,0.0,10,12.0,2.0,-9.0,-7.0,0.0,-9.0,-7.0,Acm,Avky,Gk,-9.0
5576.0,2019-03-28,TJT,-,Passage,Uppehåll,0,-,0,-,2,Gsh,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-29 05:00:00,2019-03-29 05:06:00,2019-03-29 04:28:00,,2019-03-29 05:00:00.000,2019-03-29 04:22:00.000,0.0,,6,,,,-38.0,,,-38.0,Acm,Avky,Snb,
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,3,Gsh,Blg,Göteborg Kville,Gk,Olskroken,Or,2019-03-28 18:15:00,2019-03-28 18:20:00,2019-03-28 18:12:00,2019-03-28 18:08:00,2019-03-28 18:15:00.000,2019-03-28 18:08:00.000,0.0,0.0,5,4.0,-1.0,-7.0,-8.0,0.0,-7.0,-8.0,Acm,Avky,Or,-7.0
5576.0,2019-03-28,TJT,-,Uppehåll,Passage,0,-,0,-,3,Gsh,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-29 05:16:00,2019-03-29 05:22:00,2019-03-29 04:34:00,2019-03-29 04:28:00,2019-03-29 05:06:00.000,2019-03-29 04:28:00.000,10.0,0.0,6,6.0,0.0,-48.0,-48.0,-10.0,-48.0,-48.0,Acm,Avky,Hdm,-48.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,4,Gsh,Blg,Olskroken,Or,Göteborg Sävenäs,Gsv,2019-03-28 18:20:00,2019-03-28 18:21:00,2019-03-28 18:13:00,2019-03-28 18:12:00,2019-03-28 18:20:00.000,2019-03-28 18:12:00.000,0.0,0.0,1,1.0,0.0,-8.0,-8.0,0.0,-8.0,-8.0,Acm,Avky,Gsv,-8.0
5576.0,2019-03-28,TJT,-,Passage,Passage,0,-,0,-,4,Gsh,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-29 05:22:00,2019-03-29 05:26:00,2019-03-29 04:38:00,2019-03-29 04:34:00,2019-03-29 05:22:00.000,2019-03-29 04:34:00.000,0.0,0.0,4,4.0,0.0,-48.0,-48.0,0.0,-48.0,-48.0,Acm,Avky,Vhy,-48.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,5,Gsh,Blg,Göteborg Sävenäs,Gsv,Sävenäs,Säv,2019-03-28 18:21:00,2019-03-28 18:22:00,2019-03-28 18:16:00,2019-03-28 18:13:00,2019-03-28 18:21:00.000,2019-03-28 18:13:00.000,0.0,0.0,1,3.0,2.0,-8.0,-6.0,0.0,-8.0,-6.0,Acm,Avky,Säv,-8.0
5576.0,2019-03-28,TJT,-,Passage,Passage,0,-,0,-,5,Gsh,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-29 05:26:00,2019-03-29 05:31:00,2019-03-29 04:43:00,2019-03-29 04:38:00,2019-03-29 05:26:00.000,2019-03-29 04:38:00.000,0.0,0.0,5,5.0,0.0,-48.0,-48.0,0.0,-48.0,-48.0,Acm,Avky,St,-48.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,6,Gsh,Blg,Sävenäs,Säv,Sävedalen,Sel,2019-03-28 18:22:00,2019-03-28 18:25:00,2019-03-28 18:19:00,,2019-03-28 18:22:00.000,2019-03-28 18:16:00.000,0.0,,3,,,,-6.0,,,-6.0,Acm,Avky,Sel,10.25
5576.0,2019-03-28,TJT,-,Passage,Passage,0,-,0,-,6,Gsh,Blg,Säter,St,Gustafs,Gtf,2019-03-29 05:31:00,2019-03-29 05:37:00,2019-03-29 04:53:00,2019-03-29 04:43:00,2019-03-29 05:31:00.000,2019-03-29 04:43:00.000,0.0,0.0,6,10.0,4.0,-48.0,-44.0,0.0,-48.0,-44.0,Acm,Avky,Gtf,-48.0
5576.0,2019-03-28,TJT,-,Passage,Passage,0,-,0,-,7,Gsh,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-29 05:37:00,2019-03-29 05:41:00,2019-03-29 04:57:00,2019-03-29 04:53:00,2019-03-29 05:37:00.000,2019-03-29 04:53:00.000,0.0,0.0,4,4.0,0.0,-44.0,-44.0,0.0,-44.0,-44.0,Acm,Avky,Sau,-44.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,7,Gsh,Blg,Sävedalen,Sel,Partille,P,2019-03-28 18:25:00,2019-03-28 18:26:00,2019-03-28 18:20:00,2019-03-28 18:19:00,2019-03-28 18:25:00.000,2019-03-28 18:19:00.000,0.0,0.0,1,1.0,0.0,-6.0,-6.0,0.0,-6.0,-6.0,Acm,Avky,P,-6.0
5576.0,2019-03-28,TJT,-,Passage,Sista,0,-,0,Uppehåll av teknisk/personalrelaterad typ,8,Gsh,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-29 05:41:00,2019-03-29 05:47:00,2019-03-29 05:03:00,2019-03-29 04:57:00,2019-03-29 05:41:00.000,2019-03-29 04:57:00.000,0.0,0.0,6,6.0,0.0,-44.0,-44.0,0.0,-44.0,-44.0,Acm,Avky,Blg,-44.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,8,Gsh,Blg,Partille,P,Jonsered Västra,Jv,2019-03-28 18:26:00,2019-03-28 18:31:00,2019-03-28 18:23:00,2019-03-28 18:20:00,2019-03-28 18:26:00.000,2019-03-28 18:20:00.000,0.0,0.0,5,3.0,-2.0,-6.0,-8.0,0.0,-6.0,-8.0,Acm,Avky,Jv,-6.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,9,Gsh,Blg,Jonsered Västra,Jv,Jonsered östra,J,2019-03-28 18:31:00,2019-03-28 18:31:00,2019-03-28 18:23:00,2019-03-28 18:23:00,2019-03-28 18:31:00.000,2019-03-28 18:23:00.000,0.0,0.0,0,0.0,0.0,-8.0,-8.0,0.0,-8.0,-8.0,Acm,Avky,J,-8.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,10,Gsh,Blg,Jonsered östra,J,Aspen,Apn,2019-03-28 18:31:00,2019-03-28 18:34:00,2019-03-28 18:25:00,2019-03-28 18:23:00,2019-03-28 18:31:00.000,2019-03-28 18:23:00.000,0.0,0.0,3,2.0,-1.0,-8.0,-9.0,0.0,-8.0,-9.0,Acm,Avky,Apn,-8.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,11,Gsh,Blg,Aspen,Apn,Aspedalen,Asd,2019-03-28 18:34:00,2019-03-28 18:35:00,2019-03-28 18:26:00,2019-03-28 18:25:00,2019-03-28 18:34:00.000,2019-03-28 18:25:00.000,0.0,0.0,1,1.0,0.0,-9.0,-9.0,0.0,-9.0,-9.0,Acm,Avky,Asd,-9.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,12,Gsh,Blg,Aspedalen,Asd,Lerum,Lr,2019-03-28 18:35:00,2019-03-28 18:35:00,2019-03-28 18:27:00,2019-03-28 18:26:00,2019-03-28 18:35:00.000,2019-03-28 18:26:00.000,0.0,0.0,0,1.0,1.0,-9.0,-8.0,0.0,-9.0,-8.0,Acm,Avky,Lr,-9.0
5576.0,2019-03-28,GT,GODS,Passage,Uppehåll,0,-,0,-,13,Gsh,Blg,Lerum,Lr,Stenkullen,Sn,2019-03-28 18:35:00,2019-03-28 18:39:00,2019-03-28 18:30:00,2019-03-28 18:27:00,2019-03-28 18:35:00.000,2019-03-28 18:27:00.000,0.0,0.0,4,3.0,-1.0,-8.0,-9.0,0.0,-8.0,-9.0,Acm,Avky,Sn,-8.0
5576.0,2019-03-28,GT,GODS,Uppehåll,Passage,0,-,0,-,14,Gsh,Blg,Stenkullen,Sn,Floda,Fd,2019-03-28 18:54:00,2019-03-28 19:01:00,2019-03-28 18:33:00,2019-03-28 18:30:00,2019-03-28 18:39:00.000,2019-03-28 18:30:00.000,15.0,0.0,7,3.0,-4.0,-24.0,-28.0,-15.0,-24.0,-28.0,Acm,Avky,Fd,-24.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,15,Gsh,Blg,Floda,Fd,Norsesund västra,Ndv,2019-03-28 19:01:00,2019-03-28 19:06:00,2019-03-28 18:37:00,2019-03-28 18:33:00,2019-03-28 19:01:00.000,2019-03-28 18:33:00.000,0.0,0.0,5,4.0,-1.0,-28.0,-29.0,0.0,-28.0,-29.0,Acm,Avky,Ndv,-28.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,16,Gsh,Blg,Norsesund västra,Ndv,Norsesund,Ns,2019-03-28 19:06:00,2019-03-28 19:07:00,2019-03-28 18:38:00,2019-03-28 18:37:00,2019-03-28 19:06:00.000,2019-03-28 18:37:00.000,0.0,0.0,1,1.0,0.0,-29.0,-29.0,0.0,-29.0,-29.0,Acm,Avky,Ns,-29.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,17,Gsh,Blg,Norsesund,Ns,Västra Bodarna,Vbd,2019-03-28 19:07:00,2019-03-28 19:09:00,2019-03-28 18:40:00,2019-03-28 18:38:00,2019-03-28 19:07:00.000,2019-03-28 18:38:00.000,0.0,0.0,2,2.0,0.0,-29.0,-29.0,0.0,-29.0,-29.0,Acm,Avky,Vbd,-29.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,18,Gsh,Blg,Västra Bodarna,Vbd,Bryngenäs,Bgs,2019-03-28 19:09:00,2019-03-28 19:10:00,2019-03-28 18:41:00,2019-03-28 18:40:00,2019-03-28 19:09:00.000,2019-03-28 18:40:00.000,0.0,0.0,1,1.0,0.0,-29.0,-29.0,0.0,-29.0,-29.0,Acm,Avky,Bgs,-29.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,19,Gsh,Blg,Bryngenäs,Bgs,Alingsås,A,2019-03-28 19:10:00,2019-03-28 19:15:00,2019-03-28 18:44:00,2019-03-28 18:41:00,2019-03-28 19:10:00.000,2019-03-28 18:41:00.000,0.0,0.0,5,3.0,-2.0,-29.0,-31.0,0.0,-29.0,-31.0,Acm,Avky,A,-29.0
5576.0,2019-03-28,GT,GODS,Passage,Uppehåll,0,-,0,-,20,Gsh,Blg,Alingsås,A,Algutsgården,Agg,2019-03-28 19:15:00,2019-03-28 19:25:00,2019-03-28 18:52:00,2019-03-28 18:44:00,2019-03-28 19:15:00.000,2019-03-28 18:44:00.000,0.0,0.0,10,8.0,-2.0,-31.0,-33.0,0.0,-31.0,-33.0,Acm,Avky,Agg,-31.0
5576.0,2019-03-28,GT,GODS,Uppehåll,Passage,0,-,0,-,21,Gsh,Blg,Algutsgården,Agg,Vårgårda,Vgå,2019-03-28 19:40:00,2019-03-28 19:49:00,2019-03-28 19:08:00,2019-03-28 18:59:00,2019-03-28 19:25:00.000,2019-03-28 18:52:00.000,15.0,7.0,9,9.0,0.0,-41.0,-41.0,-8.0,-41.0,-41.0,Acm,Avky,Vgå,-41.0
5576.0,2019-03-28,GT,GODS,Passage,Uppehåll,0,-,0,-,22,Gsh,Blg,Vårgårda,Vgå,Herrljunga,Hr,2019-03-28 19:49:00,2019-03-28 20:02:00,2019-03-28 19:19:00,2019-03-28 19:08:00,2019-03-28 19:49:00.000,2019-03-28 19:08:00.000,0.0,0.0,13,11.0,-2.0,-41.0,-43.0,0.0,-41.0,-43.0,Acm,Avky,Hr,-41.0
5576.0,2019-03-28,GT,GODS,Uppehåll,Passage,0,-,0,-,23,Gsh,Blg,Herrljunga,Hr,Källeryd,Kä,2019-03-28 20:10:00,2019-03-28 20:22:00,2019-03-28 19:28:00,2019-03-28 19:19:00,2019-03-28 20:02:00.000,2019-03-28 19:19:00.000,8.0,0.0,12,9.0,-3.0,-51.0,-54.0,-8.0,-51.0,-54.0,Acm,Avky,Kä,-51.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,24,Gsh,Blg,Källeryd,Kä,Floby,Fby,2019-03-28 20:22:00,2019-03-28 20:29:00,2019-03-28 20:02:00,2019-03-28 19:28:00,2019-03-28 20:22:00.000,2019-03-28 19:28:00.000,0.0,0.0,7,34.0,27.0,-54.0,-27.0,0.0,-54.0,-27.0,Acm,Avky,Fby,-54.0
5576.0,2019-03-28,GT,GODS,Passage,Uppehåll,0,-,0,Uppehåll av teknisk/personalrelaterad typ,25,Gsh,Blg,Floby,Fby,Falköpings c,F,2019-03-28 20:29:00,2019-03-28 20:42:00,2019-03-28 20:18:00,2019-03-28 20:02:00,2019-03-28 20:29:00.000,2019-03-28 20:02:00.000,0.0,0.0,13,16.0,3.0,-27.0,-24.0,0.0,-27.0,-24.0,Acm,Avky,F,-27.0
5576.0,2019-03-28,GT,GODS,Uppehåll,Passage,0,Uppehåll av teknisk/personalrelaterad typ,0,-,26,Gsh,Blg,Falköpings c,F,Stenstorp,Ss,2019-03-28 21:36:00,2019-03-28 21:51:00,2019-03-28 20:39:00,2019-03-28 20:27:00,2019-03-28 20:42:00.000,2019-03-28 20:18:00.000,54.0,9.0,15,12.0,-3.0,-69.0,-72.0,-45.0,-69.0,-72.0,Acm,Avky,Ss,-69.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,27,Gsh,Blg,Stenstorp,Ss,Regumatorp,Rmtp,2019-03-28 21:51:00,2019-03-28 21:57:00,2019-03-28 20:44:00,2019-03-28 20:39:00,2019-03-28 21:51:00.000,2019-03-28 20:39:00.000,0.0,0.0,6,5.0,-1.0,-72.0,-73.0,0.0,-72.0,-73.0,Acm,Avky,Rmtp,-72.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,28,Gsh,Blg,Regumatorp,Rmtp,Skövde c,Sk,2019-03-28 21:57:00,2019-03-28 22:04:00,2019-03-28 20:51:00,2019-03-28 20:44:00,2019-03-28 21:57:00.000,2019-03-28 20:44:00.000,0.0,0.0,7,7.0,0.0,-73.0,-73.0,0.0,-73.0,-73.0,Acm,Avky,Sk,-73.0
5576.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,29,Gsh,Blg,Skövde c,Sk,Väring,Vä,2019-03-28 22:04:00,2019-03-28 22:15:00,2019-03-28 21:01:00,2019-03-28 20:51:00,2019-03-28 22:04:00.000,2019-03-28 20:51:00.000,0.0,0.0,11,10.0,-1.0,-73.0,-74.0,0.0,-73.0,-74.0,Acm,Avky,Vä,-73.0
5576.0,2019-03-28,GT,GODS,Passage,Uppehåll,0,-,0,-,30,Gsh,Blg,Väring,Vä,Moholm,Mh,2019-03-28 22:15:00,2019-03-28 22:25:00,2019-03-28 21:05:00,2019-03-28 21:01:00,2019-03-28 22:15:00.000,2019-03-28 21:01:00.000,0.0,0.0,10,4.0,-6.0,-74.0,-80.0,0.0,-74.0,-80.0,Acm,Avky,Mh,-74.0
