,Tåguppdrag,Datum_PAU,Tågslag,Tågsort,UppehållstypAvgång,UppehållstypAnkomst,AktivitetskodAvgång,AktivitetskodBeskrivningAvgång,AktivitetskodAnkomst,AktivitetskodBeskrivningAnkomst,DelSträckanummer,Förstaplatssignatur_för_Uppdrag,Sistaplatssignatur_för_Uppdrag,Avgångsplats,Avgångsplatssignatur,Ankomstplats,Ankomstplatssignatur,PlanAvgTid,PlanAnkTid,UtfAnkTid,UtfAvgTid,PlanAnkTid_vid_AvgPlats,UtfAnkTid_vid_AvgPlats,PlanUppehållstidAvgång,UtfUppehållstidAvgång,PlanGångtid,UtfGångtid,FörseningGångtid,AvgFörsening,AnkFörsening,FörseningUppehållAvgång
592121,1293,3/25/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,25:00.0,22:00.0,24:00.0,22:00.0,0,0,4,3,-1,-2,-3,0
594601,1289,3/31/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,Lu,Y,Hyllie,Hie,Svågertorp,Stp,15:00.0,18:00.0,17:00.0,14:00.0,14:00.0,13:00.0,1,1,3,3,0,-1,-1,0
594602,1289,3/24/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,Lu,Y,Hyllie,Hie,Svågertorp,Stp,15:00.0,18:00.0,17:00.0,14:00.0,14:00.0,13:00.0,1,1,3,3,0,-1,-1,0
594785,1293,3/26/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,26:00.0,23:00.0,24:00.0,23:00.0,0,0,4,3,-1,-1,-2,0
594786,1293,3/15/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,26:00.0,23:00.0,24:00.0,23:00.0,0,0,4,3,-1,-1,-2,0
597166,1295,3/31/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,51:00.0,48:00.0,43:00.0,46:00.0,1,2,3,3,0,4,4,1
600309,1295,3/3/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Lu,Y,Svedala,Sea,Lemmeströ,Lmm,29:00.0,34:00.0,33:00.0,28:00.0,28:00.0,25:00.0,1,3,5,5,0,-1,-1,2
603487,1291,3/3/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,46:00.0,44:00.0,43:00.0,42:00.0,1,2,3,2,-1,0,-1,1
606814,1291,3/17/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,58:00.0,56:00.0,54:00.0,56:00.0,0,0,2,2,0,2,2,0
609894,1295,3/31/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,40:00.0,35:00.0,34:00.0,35:00.0,0,0,4,5,1,1,2,0
611422,1293,3/14/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,02:00.0,59:00.0,58:00.0,59:00.0,0,0,2,3,1,1,2,0
625855,1293,3/25/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,56:00.0,55:00.0,54:00.0,55:00.0,0,0,2,1,-1,1,0,0
625856,1293,3/2/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,56:00.0,55:00.0,54:00.0,55:00.0,0,0,2,1,-1,1,0,0
626785,1293,3/14/2019,RST,PENDEL,Passage,Sista,0,-,10,Avstigande av resande,23,Lu,Y,Vilhelmsborg,Vlb,Ystad,Y,52:00.0,56:00.0,56:00.0,52:00.0,52:00.0,52:00.0,0,0,4,4,0,0,0,0
637801,1295,3/30/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,51:00.0,,47:00.0,47:00.0,0,,3,,,0,1,
637857,1291,3/24/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,45:00.0,43:00.0,43:00.0,41:00.0,1,2,3,2,-1,-1,-2,1
641155,1293,3/30/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,25:00.0,03:00.0,54:00.0,03:00.0,0,0,2,22,20,9,29,0
645637,1293,3/30/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,51:00.0,,47:00.0,47:00.0,0,,3,,,0,61,
647765,1293,3/27/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,11:00.0,09:00.0,05:00.0,02:00.0,2,7,2,2,0,2,2,5
649304,1295,3/23/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,51:00.0,51:00.0,50:00.0,50:00.0,1,1,1,0,-1,0,-1,0
649305,1295,3/24/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,51:00.0,51:00.0,50:00.0,49:00.0,1,2,1,0,-1,0,-1,1
649306,1295,3/2/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,51:00.0,51:00.0,50:00.0,50:00.0,1,1,1,0,-1,0,-1,0
649307,1295,3/3/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,51:00.0,51:00.0,50:00.0,50:00.0,1,1,1,0,-1,0,-1,0
651289,1291,3/24/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,58:00.0,57:00.0,56:00.0,56:00.0,1,1,1,1,0,0,0,0
653156,1293,3/14/2019,RST,PENDEL,Passage,Passage,0,-,0,-,6,Lu,Y,Burlöv,Blv,Arlöv,Al,00:00.0,01:00.0,04:00.0,02:00.0,00:00.0,02:00.0,0,0,1,2,1,2,3,0
655957,1295,3/2/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,59:00.0,58:00.0,56:00.0,56:00.0,1,2,1,1,0,1,1,1
656799,1293,3/27/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Lu,Y,Svedala,Sea,Lemmeströ,Lmm,29:00.0,34:00.0,33:00.0,29:00.0,28:00.0,28:00.0,1,1,5,4,-1,0,-1,0
666022,1293,3/15/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,56:00.0,55:00.0,54:00.0,55:00.0,0,0,2,1,-1,1,0,0
666024,1293,3/4/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,56:00.0,55:00.0,54:00.0,55:00.0,0,0,2,1,-1,1,0,0
666025,1293,3/7/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,56:00.0,55:00.0,54:00.0,55:00.0,0,0,2,1,-1,1,0,0
680583,1289,3/3/2019,RST,PENDEL,Passage,Passage,0,-,0,-,20,Lu,Y,Rynge,Rye,Marsvinsholm,Mrh,47:00.0,47:00.0,46:00.0,45:00.0,47:00.0,45:00.0,0,0,0,1,1,-2,-1,0
681476,1289,3/31/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,47:00.0,44:00.0,43:00.0,43:00.0,1,1,3,3,0,0,0,0
684536,1295,3/24/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,59:00.0,58:00.0,56:00.0,56:00.0,1,2,1,1,0,1,1,1
689336,1293,3/28/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,03:00.0,,47:00.0,59:00.0,0,,3,,,1,13,
694110,1293,3/20/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,30:00.0,27:00.0,24:00.0,27:00.0,0,0,4,3,-1,3,2,0
701242,1293,3/26/2019,RST,PENDEL,Passage,Passage,0,-,0,-,12,Lu,Y,Svågertorp,Stp,Lockarp,Lrp,18:00.0,19:00.0,19:00.0,17:00.0,18:00.0,17:00.0,0,0,1,2,1,-1,0,0
720383,1293,3/11/2019,RST,PENDEL,Passage,Passage,0,-,0,-,12,Lu,Y,Svågertorp,Stp,Lockarp,Lrp,18:00.0,19:00.0,18:00.0,16:00.0,18:00.0,16:00.0,0,0,1,2,1,-2,-1,0
721003,1295,3/30/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,52:00.0,52:00.0,50:00.0,51:00.0,1,1,1,0,-1,1,0,0
721197,1295,3/10/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,Lu,Y,Hyllie,Hie,Svågertorp,Stp,15:00.0,18:00.0,22:00.0,19:00.0,14:00.0,17:00.0,1,2,3,3,0,4,4,1
721536,1295,3/31/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,55:00.0,,47:00.0,51:00.0,0,,3,,,2,5,
727249,1295,3/3/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,00:00.0,00:00.0,58:00.0,00:00.0,0,0,0,0,0,2,2,0
738606,1291,3/10/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,58:00.0,58:00.0,56:00.0,56:00.0,1,2,1,0,-1,1,0,1
743277,1293,3/23/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,48:00.0,46:00.0,43:00.0,42:00.0,1,4,3,2,-1,2,1,3
743278,1293,3/29/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,48:00.0,46:00.0,43:00.0,44:00.0,1,2,3,2,-1,2,1,1
759717,1295,3/17/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,13,Lu,Y,Lockarp,Lrp,Oxie,Ox,19:00.0,21:00.0,21:00.0,20:00.0,19:00.0,20:00.0,0,0,2,1,-1,1,0,0
765770,1293,3/14/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,29:00.0,26:00.0,24:00.0,26:00.0,0,0,4,3,-1,2,1,0
774780,1293,3/5/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,57:00.0,55:00.0,54:00.0,55:00.0,0,0,2,2,0,1,1,0
776050,1291,3/10/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,10,Lu,Y,Triangeln,Tri,Hyllie,Hie,10:00.0,14:00.0,13:00.0,10:00.0,09:00.0,09:00.0,1,1,4,3,-1,0,-1,0
776254,1293,3/4/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,8,Lu,Y,Malmö Godsbangård,Mgb,Malmö c,M,02:00.0,05:00.0,03:00.0,00:00.0,02:00.0,00:00.0,0,0,3,3,0,-2,-2,0
776256,1293,3/18/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,8,Lu,Y,Malmö Godsbangård,Mgb,Malmö c,M,02:00.0,05:00.0,03:00.0,00:00.0,02:00.0,00:00.0,0,0,3,3,0,-2,-2,0
787632,1293,3/30/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,14,Lu,Y,Oxie,Ox,Skabersjö,Saö,22:00.0,24:00.0,14:00.0,12:00.0,21:00.0,11:00.0,1,1,2,2,0,50,50,0
790020,1289,3/3/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Lu,Y,Svedala,Sea,Lemmeströ,Lmm,29:00.0,34:00.0,32:00.0,28:00.0,28:00.0,26:00.0,1,2,5,4,-1,-1,-2,1
793746,1291,3/3/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,01:00.0,00:00.0,58:00.0,00:00.0,0,0,2,1,-1,2,1,0
797687,1289,3/24/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Lu,Y,Marsvinsholm,Mrh,Svarte,Ste,47:00.0,50:00.0,49:00.0,,47:00.0,46:00.0,0,,3,,,-1,-1,
800983,1295,3/3/2019,RST,PENDEL,Passage,Sista,0,-,10,Avstigande av resande,23,Lu,Y,Vilhelmsborg,Vlb,Ystad,Y,52:00.0,56:00.0,55:00.0,51:00.0,52:00.0,51:00.0,0,0,4,4,0,-1,-1,0
801480,1295,3/16/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,55:00.0,53:00.0,,,,,1,2,1,0,1,
802888,1295,3/24/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,55:00.0,53:00.0,,,,,1,2,1,0,1,
802893,1295,3/30/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,55:00.0,53:00.0,,,,,1,2,1,0,1,
804318,1293,3/14/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,56:00.0,53:00.0,,,,,1,3,2,0,2,
807387,1291,3/10/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
808061,1289,3/10/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,3,Lu,Y,Hjärup,Hjp,Åkarps norra,Åkn,57:00.0,58:00.0,58:00.0,57:00.0,56:00.0,56:00.0,1,1,1,1,0,0,0,0
808866,1293,3/29/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,8,Lu,Y,Malmö Godsbangård,Mgb,Malmö c,M,02:00.0,05:00.0,08:00.0,06:00.0,02:00.0,06:00.0,0,0,3,2,-1,4,3,0
813432,1295,3/2/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,55:00.0,53:00.0,,,,,1,2,1,0,1,
817240,1293,3/26/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,8,Lu,Y,Malmö Godsbangård,Mgb,Malmö c,M,02:00.0,05:00.0,03:00.0,00:00.0,02:00.0,00:00.0,0,0,3,3,0,-2,-2,0
818936,1293,3/28/2019,RST,PENDEL,Passage,Passage,0,-,0,-,12,Lu,Y,Svågertorp,Stp,Lockarp,Lrp,18:00.0,19:00.0,33:00.0,31:00.0,18:00.0,31:00.0,0,0,1,2,1,13,14,0
824515,1291,3/31/2019,RST,PENDEL,Passage,Sista,0,-,10,Avstigande av resande,23,Lu,Y,Vilhelmsborg,Vlb,Ystad,Y,52:00.0,56:00.0,56:00.0,51:00.0,52:00.0,51:00.0,0,0,4,5,1,-1,0,0
825156,1293,3/15/2019,RST,PENDEL,Passage,Passage,0,-,0,-,12,Lu,Y,Svågertorp,Stp,Lockarp,Lrp,18:00.0,19:00.0,19:00.0,17:00.0,18:00.0,17:00.0,0,0,1,2,1,-1,0,0
826748,1293,3/25/2019,RST,PENDEL,Passage,Passage,0,-,0,-,12,Lu,Y,Svågertorp,Stp,Lockarp,Lrp,18:00.0,19:00.0,18:00.0,16:00.0,18:00.0,16:00.0,0,0,1,2,1,-2,-1,0
829658,1289,3/3/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
829659,1289,3/31/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
829664,1289,3/24/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
830065,1289,3/10/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
830410,1291,3/24/2019,RST,PENDEL,Passage,Passage,0,-,0,-,4,Lu,Y,Åkarps norra,Åkn,Åkarp,Åk,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,58:00.0,0,0,0,0,0,0,0,0
835224,1293,3/21/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,56:00.0,55:00.0,54:00.0,55:00.0,0,0,2,1,-1,1,0,0
835225,1293,3/11/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,56:00.0,55:00.0,54:00.0,55:00.0,0,0,2,1,-1,1,0,0
835226,1293,3/12/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,56:00.0,55:00.0,54:00.0,55:00.0,0,0,2,1,-1,1,0,0
835227,1293,3/19/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,56:00.0,55:00.0,54:00.0,55:00.0,0,0,2,1,-1,1,0,0
835228,1293,3/27/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,Lu,Y,Flackarp,Flp,Hjärup,Hjp,54:00.0,56:00.0,56:00.0,55:00.0,54:00.0,55:00.0,0,0,2,1,-1,1,0,0
839647,1293,3/20/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,48:00.0,46:00.0,43:00.0,45:00.0,1,1,3,2,-1,2,1,0
841928,1291,3/3/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,8,Lu,Y,Malmö Godsbangård,Mgb,Malmö c,M,02:00.0,05:00.0,05:00.0,02:00.0,02:00.0,02:00.0,0,0,3,3,0,0,0,0
844345,1293,3/16/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,18,Lu,Y,Skurup,Srp,Rydsgård,Rdg,39:00.0,43:00.0,44:00.0,40:00.0,38:00.0,39:00.0,1,1,4,4,0,1,1,0
848769,1293,3/18/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,26:00.0,23:00.0,24:00.0,23:00.0,0,0,4,3,-1,-1,-2,0
848770,1293,3/19/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Lu,Y,Skabersjö,Saö,Svedala,Sea,24:00.0,28:00.0,26:00.0,23:00.0,24:00.0,23:00.0,0,0,4,3,-1,-1,-2,0
850064,1291,3/17/2019,RST,PENDEL,Passage,Passage,0,-,0,-,12,Lu,Y,Svågertorp,Stp,Lockarp,Lrp,18:00.0,19:00.0,46:00.0,44:00.0,18:00.0,44:00.0,0,0,1,2,1,26,27,0
853886,1293,3/23/2019,RST,PENDEL,Första,Passage,1,Påstigande av resande,0,-,1,Lu,Y,Lund c,Lu,Flackarp,Flp,53:00.0,54:00.0,56:00.0,54:00.0,,,,,1,2,1,1,2,
872774,1293,3/6/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Lu,Y,Svarte,Ste,Vilhelmsborg,Vlb,51:00.0,52:00.0,55:00.0,55:00.0,50:00.0,54:00.0,1,1,1,0,-1,4,3,0
875984,1293,3/12/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,37:00.0,32:00.0,34:00.0,32:00.0,0,0,4,5,1,-2,-1,0
875985,1293,3/26/2019,RST,PENDEL,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,17,Lu,Y,Lemmeströ,Lmm,Skurup,Srp,34:00.0,38:00.0,37:00.0,32:00.0,34:00.0,32:00.0,0,0,4,5,1,-2,-1,0
883813,1293,3/12/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,45:00.0,43:00.0,43:00.0,41:00.0,1,2,3,2,-1,-1,-2,1
883814,1293,3/19/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,45:00.0,43:00.0,43:00.0,42:00.0,1,1,3,2,-1,-1,-2,0
883815,1293,3/21/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,45:00.0,43:00.0,43:00.0,41:00.0,1,2,3,2,-1,-1,-2,1
883816,1293,3/11/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,45:00.0,43:00.0,43:00.0,41:00.0,1,2,3,2,-1,-1,-2,1
883817,1293,3/26/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,19,Lu,Y,Rydsgård,Rdg,Rynge,Rye,44:00.0,47:00.0,45:00.0,43:00.0,43:00.0,41:00.0,1,2,3,2,-1,-1,-2,1
887599,1295,3/24/2019,RST,PENDEL,Passage,Sista,0,-,10,Avstigande av resande,23,Lu,Y,Vilhelmsborg,Vlb,Ystad,Y,52:00.0,56:00.0,55:00.0,51:00.0,52:00.0,51:00.0,0,0,4,4,0,-1,-1,0
887600,1295,3/17/2019,RST,PENDEL,Passage,Sista,0,-,10,Avstigande av resande,23,Lu,Y,Vilhelmsborg,Vlb,Ystad,Y,52:00.0,56:00.0,55:00.0,51:00.0,52:00.0,51:00.0,0,0,4,4,0,-1,-1,0
887601,1295,3/2/2019,RST,PENDEL,Passage,Sista,0,-,10,Avstigande av resande,23,Lu,Y,Vilhelmsborg,Vlb,Ystad,Y,52:00.0,56:00.0,55:00.0,51:00.0,52:00.0,51:00.0,0,0,4,4,0,-1,-1,0
892419,1293,3/25/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,14,Lu,Y,Oxie,Ox,Skabersjö,Saö,22:00.0,24:00.0,22:00.0,20:00.0,21:00.0,20:00.0,1,0,2,2,0,-2,-2,-1
894124,1295,3/17/2019,RST,PENDEL,Passage,Passage,0,-,0,-,5,Lu,Y,Åkarp,Åk,Burlöv,Blv,58:00.0,00:00.0,59:00.0,58:00.0,58:00.0,58:00.0,0,0,2,1,-1,0,-1,0
896307,1295,3/17/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,09:00.0,07:00.0,05:00.0,04:00.0,2,3,2,2,0,0,0,1
896308,1295,3/24/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,09:00.0,07:00.0,05:00.0,03:00.0,2,4,2,2,0,0,0,2
896309,1295,3/23/2019,RST,PENDEL,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,9,Lu,Y,Malmö c,M,Triangeln,Tri,07:00.0,09:00.0,09:00.0,07:00.0,05:00.0,03:00.0,2,4,2,2,0,0,0,2
903628,1291,3/31/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,Lu,Y,Hyllie,Hie,Svågertorp,Stp,15:00.0,18:00.0,16:00.0,14:00.0,14:00.0,12:00.0,1,2,3,2,-1,-1,-2,1
904781,1293,3/16/2019,RST,PENDEL,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Lu,Y,Svedala,Sea,Lemmeströ,Lmm,29:00.0,34:00.0,34:00.0,29:00.0,28:00.0,28:00.0,1,1,5,5,0,0,0,0
