Tåguppdrag,Datum_PAU,Tågslag,Tågsort,UppehållstypAvgång,UppehållstypAnkomst,AktivitetskodAvgång,AktivitetskodBeskrivningAvgång,AktivitetskodAnkomst,AktivitetskodBeskrivningAnkomst,DelSträckanummer,Förstaplatssignatur_för_Uppdrag,Sistaplatssignatur_för_Uppdrag,Avgångsplats,Avgångsplatssignatur,Ankomstplats,Ankomstplatssignatur,PlanAvgTid,PlanAnkTid,UtfAnkTid,UtfAvgTid,PlanAnkTid_vid_AvgPlats,UtfAnkTid_vid_AvgPlats,PlanUppehållstidAvgång,UtfUppehållstidAvgång,PlanGångtid,UtfGångtid,FörseningGångtid,AvgFörsening,AnkFörsening,FörseningUppehållAvgång,Start,End,Path
6734.0,2019-03-21,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-21 12:06:00.000,2019-03-21 12:14:00.000,2019-03-21 11:19:00.000,2019-03-21 11:15:00.000,2019-03-21 11:47:00.000,2019-03-21 11:15:00.000,19.0,0.0,8,4.0,-4.0,-51.0,-55.0,-19.0,Acm,Blg,Sau
6734.0,2019-03-21,GT,GODS,Uppehåll,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-21 12:19:00.000,2019-03-21 12:28:00.000,2019-03-21 11:25:00.000,2019-03-21 11:20:00.000,2019-03-21 12:14:00.000,2019-03-21 11:19:00.000,5.0,1.0,9,5.0,-4.0,-59.0,-63.0,-4.0,Acm,Blg,Blg
6734.0,2019-03-22,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Avky,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-22 11:04:00.000,2019-03-22 11:11:00.000,2019-03-22 10:49:00.000,2019-03-22 10:12:00.000,,,,,7,37.0,30.0,-52.0,-22.0,,Acm,Blg,Acm
6734.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-22 11:11:00.000,2019-03-22 11:16:00.000,2019-03-22 10:54:00.000,,2019-03-22 11:11:00.000,2019-03-22 10:49:00.000,0.0,,5,,,,-22.0,,Acm,Blg,Snb
6734.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,3,Avky,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-22 11:16:00.000,2019-03-22 11:24:00.000,2019-03-22 11:04:00.000,2019-03-22 10:54:00.000,2019-03-22 11:16:00.000,2019-03-22 10:54:00.000,0.0,0.0,8,10.0,2.0,-22.0,-20.0,0.0,Acm,Blg,Hdm
6734.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,4,Avky,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-22 11:24:00.000,2019-03-22 11:30:00.000,2019-03-22 11:09:00.000,2019-03-22 11:04:00.000,2019-03-22 11:24:00.000,2019-03-22 11:04:00.000,0.0,0.0,6,5.0,-1.0,-20.0,-21.0,0.0,Acm,Blg,Vhy
6734.0,2019-03-22,GT,GODS,Passage,Passage,0,-,0,-,5,Avky,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-22 11:30:00.000,2019-03-22 11:38:00.000,2019-03-22 11:16:00.000,2019-03-22 11:09:00.000,2019-03-22 11:30:00.000,2019-03-22 11:09:00.000,0.0,0.0,8,7.0,-1.0,-21.0,-22.0,0.0,Acm,Blg,St
6734.0,2019-03-22,GT,GODS,Passage,Uppehåll,0,-,0,-,6,Avky,Blg,Säter,St,Gustafs,Gtf,2019-03-22 11:38:00.000,2019-03-22 11:47:00.000,2019-03-22 11:24:00.000,2019-03-22 11:16:00.000,2019-03-22 11:38:00.000,2019-03-22 11:16:00.000,0.0,0.0,9,8.0,-1.0,-22.0,-23.0,0.0,Acm,Blg,Gtf
6734.0,2019-03-22,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-22 12:06:00.000,2019-03-22 12:14:00.000,2019-03-22 11:29:00.000,2019-03-22 11:24:00.000,2019-03-22 11:47:00.000,2019-03-22 11:24:00.000,19.0,0.0,8,5.0,-3.0,-42.0,-45.0,-19.0,Acm,Blg,Sau
6734.0,2019-03-22,GT,GODS,Uppehåll,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-22 12:19:00.000,2019-03-22 12:28:00.000,2019-03-22 11:36:00.000,2019-03-22 11:29:00.000,2019-03-22 12:14:00.000,2019-03-22 11:29:00.000,5.0,0.0,9,7.0,-2.0,-50.0,-52.0,-5.0,Acm,Blg,Blg
6734.0,2019-03-25,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Avky,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-25 11:04:00.000,2019-03-25 11:11:00.000,2019-03-25 11:07:00.000,2019-03-25 11:00:00.000,,,,,7,7.0,0.0,-4.0,-4.0,,Acm,Blg,Acm
6734.0,2019-03-25,GT,GODS,Passage,Passage,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-25 11:11:00.000,2019-03-25 11:16:00.000,2019-03-25 11:12:00.000,,2019-03-25 11:11:00.000,2019-03-25 11:07:00.000,0.0,,5,,,,-4.0,,Acm,Blg,Snb
6734.0,2019-03-25,GT,GODS,Passage,Passage,0,-,0,-,3,Avky,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-25 11:16:00.000,2019-03-25 11:24:00.000,2019-03-25 11:21:00.000,2019-03-25 11:12:00.000,2019-03-25 11:16:00.000,2019-03-25 11:12:00.000,0.0,0.0,8,9.0,1.0,-4.0,-3.0,0.0,Acm,Blg,Hdm
6734.0,2019-03-25,GT,GODS,Passage,Passage,0,-,0,-,4,Avky,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-25 11:24:00.000,2019-03-25 11:30:00.000,2019-03-25 11:26:00.000,2019-03-25 11:21:00.000,2019-03-25 11:24:00.000,2019-03-25 11:21:00.000,0.0,0.0,6,5.0,-1.0,-3.0,-4.0,0.0,Acm,Blg,Vhy
6734.0,2019-03-25,GT,GODS,Passage,Passage,0,-,0,-,5,Avky,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-25 11:30:00.000,2019-03-25 11:38:00.000,2019-03-25 11:32:00.000,2019-03-25 11:26:00.000,2019-03-25 11:30:00.000,2019-03-25 11:26:00.000,0.0,0.0,8,6.0,-2.0,-4.0,-6.0,0.0,Acm,Blg,St
6734.0,2019-03-25,GT,GODS,Passage,Uppehåll,0,-,0,-,6,Avky,Blg,Säter,St,Gustafs,Gtf,2019-03-25 11:38:00.000,2019-03-25 11:47:00.000,2019-03-25 11:39:00.000,2019-03-25 11:32:00.000,2019-03-25 11:38:00.000,2019-03-25 11:32:00.000,0.0,0.0,9,7.0,-2.0,-6.0,-8.0,0.0,Acm,Blg,Gtf
6734.0,2019-03-25,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-25 12:06:00.000,2019-03-25 12:14:00.000,2019-03-25 11:44:00.000,2019-03-25 11:40:00.000,2019-03-25 11:47:00.000,2019-03-25 11:39:00.000,19.0,1.0,8,4.0,-4.0,-26.0,-30.0,-18.0,Acm,Blg,Sau
6734.0,2019-03-25,GT,GODS,Uppehåll,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-25 12:19:00.000,2019-03-25 12:28:00.000,2019-03-25 11:50:00.000,2019-03-25 11:44:00.000,2019-03-25 12:14:00.000,2019-03-25 11:44:00.000,5.0,0.0,9,6.0,-3.0,-35.0,-38.0,-5.0,Acm,Blg,Blg
6734.0,2019-03-27,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Avky,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-27 11:04:00.000,2019-03-27 11:11:00.000,2019-03-27 13:13:00.000,2019-03-27 12:18:00.000,,,,,7,55.0,48.0,74.0,122.0,,Acm,Blg,Acm
6734.0,2019-03-27,GT,GODS,Passage,Passage,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-27 11:11:00.000,2019-03-27 11:16:00.000,2019-03-27 13:18:00.000,,2019-03-27 11:11:00.000,2019-03-27 13:13:00.000,0.0,,5,,,,122.0,,Acm,Blg,Snb
6734.0,2019-03-27,GT,GODS,Passage,Passage,0,-,0,-,3,Avky,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-27 11:16:00.000,2019-03-27 11:24:00.000,2019-03-27 13:26:00.000,,2019-03-27 11:16:00.000,2019-03-27 13:18:00.000,0.0,,8,,,,122.0,,Acm,Blg,Hdm
6734.0,2019-03-27,GT,GODS,Passage,Passage,0,-,0,-,4,Avky,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-27 11:24:00.000,2019-03-27 11:30:00.000,2019-03-27 13:32:00.000,,2019-03-27 11:24:00.000,2019-03-27 13:26:00.000,0.0,,6,,,,122.0,,Acm,Blg,Vhy
6734.0,2019-03-27,GT,GODS,Passage,Passage,0,-,0,-,5,Avky,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-27 11:30:00.000,2019-03-27 11:38:00.000,2019-03-27 13:41:00.000,2019-03-27 13:32:00.000,2019-03-27 11:30:00.000,2019-03-27 13:32:00.000,0.0,0.0,8,9.0,1.0,122.0,123.0,0.0,Acm,Blg,St
6734.0,2019-03-27,GT,GODS,Passage,Uppehåll,0,-,0,-,6,Avky,Blg,Säter,St,Gustafs,Gtf,2019-03-27 11:38:00.000,2019-03-27 11:47:00.000,2019-03-27 13:49:00.000,2019-03-27 13:41:00.000,2019-03-27 11:38:00.000,2019-03-27 13:41:00.000,0.0,0.0,9,8.0,-1.0,123.0,122.0,0.0,Acm,Blg,Gtf
6734.0,2019-03-27,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-27 12:06:00.000,2019-03-27 12:14:00.000,2019-03-27 13:54:00.000,2019-03-27 13:49:00.000,2019-03-27 11:47:00.000,2019-03-27 13:49:00.000,19.0,0.0,8,5.0,-3.0,103.0,100.0,-19.0,Acm,Blg,Sau
6734.0,2019-03-27,GT,GODS,Uppehåll,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-27 12:19:00.000,2019-03-27 12:28:00.000,2019-03-27 14:30:00.000,2019-03-27 14:16:00.000,2019-03-27 12:14:00.000,2019-03-27 13:54:00.000,5.0,22.0,9,14.0,5.0,117.0,122.0,17.0,Acm,Blg,Blg
6734.0,2019-03-28,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Avky,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-28 11:04:00.000,2019-03-28 11:11:00.000,2019-03-28 10:41:00.000,2019-03-28 10:35:00.000,,,,,7,6.0,-1.0,-29.0,-30.0,,Acm,Blg,Acm
6734.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-28 11:11:00.000,2019-03-28 11:16:00.000,2019-03-28 10:46:00.000,,2019-03-28 11:11:00.000,2019-03-28 10:41:00.000,0.0,,5,,,,-30.0,,Acm,Blg,Snb
6734.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,3,Avky,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-28 11:16:00.000,2019-03-28 11:24:00.000,2019-03-28 10:55:00.000,2019-03-28 10:46:00.000,2019-03-28 11:16:00.000,2019-03-28 10:46:00.000,0.0,0.0,8,9.0,1.0,-30.0,-29.0,0.0,Acm,Blg,Hdm
6734.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,4,Avky,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-28 11:24:00.000,2019-03-28 11:30:00.000,2019-03-28 11:00:00.000,2019-03-28 10:55:00.000,2019-03-28 11:24:00.000,2019-03-28 10:55:00.000,0.0,0.0,6,5.0,-1.0,-29.0,-30.0,0.0,Acm,Blg,Vhy
6734.0,2019-03-28,GT,GODS,Passage,Passage,0,-,0,-,5,Avky,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-28 11:30:00.000,2019-03-28 11:38:00.000,2019-03-28 11:06:00.000,2019-03-28 11:00:00.000,2019-03-28 11:30:00.000,2019-03-28 11:00:00.000,0.0,0.0,8,6.0,-2.0,-30.0,-32.0,0.0,Acm,Blg,St
6734.0,2019-03-28,GT,GODS,Passage,Uppehåll,0,-,0,-,6,Avky,Blg,Säter,St,Gustafs,Gtf,2019-03-28 11:38:00.000,2019-03-28 11:47:00.000,2019-03-28 11:13:00.000,2019-03-28 11:06:00.000,2019-03-28 11:38:00.000,2019-03-28 11:06:00.000,0.0,0.0,9,7.0,-2.0,-32.0,-34.0,0.0,Acm,Blg,Gtf
6734.0,2019-03-28,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-28 12:06:00.000,2019-03-28 12:14:00.000,2019-03-28 11:18:00.000,2019-03-28 11:13:00.000,2019-03-28 11:47:00.000,2019-03-28 11:13:00.000,19.0,0.0,8,5.0,-3.0,-53.0,-56.0,-19.0,Acm,Blg,Sau
6734.0,2019-03-28,GT,GODS,Uppehåll,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-28 12:19:00.000,2019-03-28 12:28:00.000,2019-03-28 11:26:00.000,2019-03-28 11:18:00.000,2019-03-28 12:14:00.000,2019-03-28 11:18:00.000,5.0,0.0,9,8.0,-1.0,-61.0,-62.0,-5.0,Acm,Blg,Blg
6734.0,2019-03-29,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Avky,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-29 11:04:00.000,2019-03-29 11:11:00.000,2019-03-29 10:47:00.000,2019-03-29 10:36:00.000,,,,,7,11.0,4.0,-28.0,-24.0,,Acm,Blg,Acm
6734.0,2019-03-29,GT,GODS,Passage,Passage,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-29 11:11:00.000,2019-03-29 11:16:00.000,2019-03-29 10:52:00.000,,2019-03-29 11:11:00.000,2019-03-29 10:47:00.000,0.0,,5,,,,-24.0,,Acm,Blg,Snb
6734.0,2019-03-29,GT,GODS,Passage,Passage,0,-,0,-,3,Avky,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-29 11:16:00.000,2019-03-29 11:24:00.000,2019-03-29 11:00:00.000,2019-03-29 10:52:00.000,2019-03-29 11:16:00.000,2019-03-29 10:52:00.000,0.0,0.0,8,8.0,0.0,-24.0,-24.0,0.0,Acm,Blg,Hdm
6734.0,2019-03-29,GT,GODS,Passage,Passage,0,-,0,-,4,Avky,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-29 11:24:00.000,2019-03-29 11:30:00.000,2019-03-29 11:05:00.000,2019-03-29 11:00:00.000,2019-03-29 11:24:00.000,2019-03-29 11:00:00.000,0.0,0.0,6,5.0,-1.0,-24.0,-25.0,0.0,Acm,Blg,Vhy
6734.0,2019-03-29,GT,GODS,Passage,Passage,0,-,0,-,5,Avky,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-29 11:30:00.000,2019-03-29 11:38:00.000,2019-03-29 11:12:00.000,2019-03-29 11:05:00.000,2019-03-29 11:30:00.000,2019-03-29 11:05:00.000,0.0,0.0,8,7.0,-1.0,-25.0,-26.0,0.0,Acm,Blg,St
6734.0,2019-03-29,GT,GODS,Passage,Uppehåll,0,-,0,-,6,Avky,Blg,Säter,St,Gustafs,Gtf,2019-03-29 11:38:00.000,2019-03-29 11:47:00.000,2019-03-29 11:20:00.000,2019-03-29 11:12:00.000,2019-03-29 11:38:00.000,2019-03-29 11:12:00.000,0.0,0.0,9,8.0,-1.0,-26.0,-27.0,0.0,Acm,Blg,Gtf
6734.0,2019-03-29,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-29 12:06:00.000,2019-03-29 12:14:00.000,2019-03-29 11:24:00.000,2019-03-29 11:20:00.000,2019-03-29 11:47:00.000,2019-03-29 11:20:00.000,19.0,0.0,8,4.0,-4.0,-46.0,-50.0,-19.0,Acm,Blg,Sau
6734.0,2019-03-29,GT,GODS,Uppehåll,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-29 12:19:00.000,2019-03-29 12:28:00.000,2019-03-29 11:32:00.000,2019-03-29 11:24:00.000,2019-03-29 12:14:00.000,2019-03-29 11:24:00.000,5.0,0.0,9,8.0,-1.0,-55.0,-56.0,-5.0,Acm,Blg,Blg
6760.0,2019-03-06,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Avky,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-06 05:40:00.000,2019-03-06 05:45:00.000,2019-03-06 04:19:00.000,2019-03-06 04:15:00.000,,,,,5,4.0,-1.0,-85.0,-86.0,,Acm,Blg,Acm
6760.0,2019-03-06,GT,GODS,Passage,Passage,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-06 05:45:00.000,2019-03-06 05:51:00.000,2019-03-06 04:25:00.000,,2019-03-06 05:45:00.000,2019-03-06 04:19:00.000,0.0,,6,,,,-86.0,,Acm,Blg,Snb
6760.0,2019-03-06,GT,GODS,Passage,Passage,0,-,0,-,3,Avky,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-06 05:51:00.000,2019-03-06 06:00:00.000,2019-03-06 04:33:00.000,2019-03-06 04:25:00.000,2019-03-06 05:51:00.000,2019-03-06 04:25:00.000,0.0,0.0,9,8.0,-1.0,-86.0,-87.0,0.0,Acm,Blg,Hdm
6760.0,2019-03-06,GT,GODS,Passage,Uppehåll,0,-,0,-,4,Avky,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-06 06:00:00.000,2019-03-06 06:06:00.000,2019-03-06 04:37:00.000,2019-03-06 04:33:00.000,2019-03-06 06:00:00.000,2019-03-06 04:33:00.000,0.0,0.0,6,4.0,-2.0,-87.0,-89.0,0.0,Acm,Blg,Vhy
6760.0,2019-03-06,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,5,Avky,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-06 06:28:00.000,2019-03-06 06:36:00.000,2019-03-06 04:43:00.000,2019-03-06 04:37:00.000,2019-03-06 06:06:00.000,2019-03-06 04:37:00.000,22.0,0.0,8,6.0,-2.0,-111.0,-113.0,-22.0,Acm,Blg,St
6760.0,2019-03-06,GT,GODS,Uppehåll,Passage,0,-,0,-,6,Avky,Blg,Säter,St,Gustafs,Gtf,2019-03-06 06:46:00.000,2019-03-06 06:55:00.000,2019-03-06 05:08:00.000,2019-03-06 04:43:00.000,2019-03-06 06:36:00.000,2019-03-06 04:43:00.000,10.0,0.0,9,25.0,16.0,-123.0,-107.0,-10.0,Acm,Blg,Gtf
6760.0,2019-03-06,GT,GODS,Passage,Passage,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-06 06:55:00.000,2019-03-06 06:59:00.000,2019-03-06 05:55:00.000,2019-03-06 05:08:00.000,2019-03-06 06:55:00.000,2019-03-06 05:08:00.000,0.0,0.0,4,47.0,43.0,-107.0,-64.0,0.0,Acm,Blg,Sau
6760.0,2019-03-06,GT,GODS,Passage,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-06 06:59:00.000,2019-03-06 07:07:00.000,2019-03-06 06:04:00.000,2019-03-06 05:55:00.000,2019-03-06 06:59:00.000,2019-03-06 05:55:00.000,0.0,0.0,8,9.0,1.0,-64.0,-63.0,0.0,Acm,Blg,Blg
6760.0,2019-03-13,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Avky,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-13 05:40:00.000,2019-03-13 05:45:00.000,2019-03-13 04:43:00.000,2019-03-13 04:40:00.000,,,,,5,3.0,-2.0,-60.0,-62.0,,Acm,Blg,Acm
6760.0,2019-03-13,GT,GODS,Passage,Passage,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-13 05:45:00.000,2019-03-13 05:51:00.000,2019-03-13 04:49:00.000,,2019-03-13 05:45:00.000,2019-03-13 04:43:00.000,0.0,,6,,,,-62.0,,Acm,Blg,Snb
6760.0,2019-03-13,GT,GODS,Passage,Passage,0,-,0,-,3,Avky,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-13 05:51:00.000,2019-03-13 06:00:00.000,2019-03-13 05:09:00.000,2019-03-13 04:49:00.000,2019-03-13 05:51:00.000,2019-03-13 04:49:00.000,0.0,0.0,9,20.0,11.0,-62.0,-51.0,0.0,Acm,Blg,Hdm
6760.0,2019-03-13,GT,GODS,Passage,Uppehåll,0,-,0,-,4,Avky,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-13 06:00:00.000,2019-03-13 06:06:00.000,2019-03-13 05:14:00.000,2019-03-13 05:09:00.000,2019-03-13 06:00:00.000,2019-03-13 05:09:00.000,0.0,0.0,6,5.0,-1.0,-51.0,-52.0,0.0,Acm,Blg,Vhy
6760.0,2019-03-13,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,5,Avky,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-13 06:28:00.000,2019-03-13 06:36:00.000,2019-03-13 05:20:00.000,2019-03-13 05:14:00.000,2019-03-13 06:06:00.000,2019-03-13 05:14:00.000,22.0,0.0,8,6.0,-2.0,-74.0,-76.0,-22.0,Acm,Blg,St
6760.0,2019-03-13,GT,GODS,Uppehåll,Passage,0,-,0,-,6,Avky,Blg,Säter,St,Gustafs,Gtf,2019-03-13 06:46:00.000,2019-03-13 06:55:00.000,2019-03-13 05:27:00.000,2019-03-13 05:20:00.000,2019-03-13 06:36:00.000,2019-03-13 05:20:00.000,10.0,0.0,9,7.0,-2.0,-86.0,-88.0,-10.0,Acm,Blg,Gtf
6760.0,2019-03-13,GT,GODS,Passage,Passage,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-13 06:55:00.000,2019-03-13 06:59:00.000,2019-03-13 05:32:00.000,2019-03-13 05:27:00.000,2019-03-13 06:55:00.000,2019-03-13 05:27:00.000,0.0,0.0,4,5.0,1.0,-88.0,-87.0,0.0,Acm,Blg,Sau
6760.0,2019-03-13,GT,GODS,Passage,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-13 06:59:00.000,2019-03-13 07:07:00.000,2019-03-13 05:39:00.000,2019-03-13 05:32:00.000,2019-03-13 06:59:00.000,2019-03-13 05:32:00.000,0.0,0.0,8,7.0,-1.0,-87.0,-88.0,0.0,Acm,Blg,Blg
6760.0,2019-03-20,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Avky,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-20 05:40:00.000,2019-03-20 05:45:00.000,2019-03-20 04:44:00.000,2019-03-20 04:40:00.000,,,,,5,4.0,-1.0,-60.0,-61.0,,Acm,Blg,Acm
6760.0,2019-03-20,GT,GODS,Passage,Passage,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-20 05:45:00.000,2019-03-20 05:51:00.000,2019-03-20 04:50:00.000,,2019-03-20 05:45:00.000,2019-03-20 04:44:00.000,0.0,,6,,,,-61.0,,Acm,Blg,Snb
6760.0,2019-03-20,GT,GODS,Passage,Passage,0,-,0,-,3,Avky,Blg,Snickarbo,Snb,Hedemora,Hdm,2019-03-20 05:51:00.000,2019-03-20 06:00:00.000,2019-03-20 05:15:00.000,2019-03-20 04:50:00.000,2019-03-20 05:51:00.000,2019-03-20 04:50:00.000,0.0,0.0,9,25.0,16.0,-61.0,-45.0,0.0,Acm,Blg,Hdm
6760.0,2019-03-20,GT,GODS,Passage,Uppehåll,0,-,0,-,4,Avky,Blg,Hedemora,Hdm,Vikmanshyttan,Vhy,2019-03-20 06:00:00.000,2019-03-20 06:06:00.000,2019-03-20 05:20:00.000,2019-03-20 05:15:00.000,2019-03-20 06:00:00.000,2019-03-20 05:15:00.000,0.0,0.0,6,5.0,-1.0,-45.0,-46.0,0.0,Acm,Blg,Vhy
6760.0,2019-03-20,GT,GODS,Uppehåll,Uppehåll,0,-,0,-,5,Avky,Blg,Vikmanshyttan,Vhy,Säter,St,2019-03-20 06:28:00.000,2019-03-20 06:36:00.000,2019-03-20 05:26:00.000,2019-03-20 05:20:00.000,2019-03-20 06:06:00.000,2019-03-20 05:20:00.000,22.0,0.0,8,6.0,-2.0,-68.0,-70.0,-22.0,Acm,Blg,St
6760.0,2019-03-20,GT,GODS,Uppehåll,Passage,0,-,0,-,6,Avky,Blg,Säter,St,Gustafs,Gtf,2019-03-20 06:46:00.000,2019-03-20 06:55:00.000,2019-03-20 05:33:00.000,2019-03-20 05:26:00.000,2019-03-20 06:36:00.000,2019-03-20 05:26:00.000,10.0,0.0,9,7.0,-2.0,-80.0,-82.0,-10.0,Acm,Blg,Gtf
6760.0,2019-03-20,GT,GODS,Passage,Passage,0,-,0,-,7,Avky,Blg,Gustafs,Gtf,Stora Tuna,Sau,2019-03-20 06:55:00.000,2019-03-20 06:59:00.000,2019-03-20 05:37:00.000,2019-03-20 05:33:00.000,2019-03-20 06:55:00.000,2019-03-20 05:33:00.000,0.0,0.0,4,4.0,0.0,-82.0,-82.0,0.0,Acm,Blg,Sau
6760.0,2019-03-20,GT,GODS,Passage,Sista,0,-,20,Vagnavkoppling av godsvagnar,8,Avky,Blg,Stora Tuna,Sau,Borlänge c,Blg,2019-03-20 06:59:00.000,2019-03-20 07:07:00.000,2019-03-20 05:44:00.000,2019-03-20 05:37:00.000,2019-03-20 06:59:00.000,2019-03-20 05:37:00.000,0.0,0.0,8,7.0,-1.0,-82.0,-83.0,0.0,Acm,Blg,Blg
6760.0,2019-03-27,GT,GODS,Första,Passage,2,Vagntillkoppling av godsvagnar,0,-,1,Avky,Blg,Avesta Krylbo,Avky,Avesta Centrum,Acm,2019-03-27 05:40:00.000,2019-03-27 05:45:00.000,2019-03-27 05:09:00.000,2019-03-27 04:50:00.000,,,,,5,19.0,14.0,-50.0,-36.0,,Acm,Blg,Acm
6760.0,2019-03-27,GT,GODS,Passage,Passage,0,-,0,-,2,Avky,Blg,Avesta Centrum,Acm,Snickarbo,Snb,2019-03-27 05:45:00.000,2019-03-27 05:51:00.000,2019-03-27 05:15:00.000,,2019-03-27 05:45:00.000,2019-03-27 05:09:00.000,0.0,,6,,,,-36.0,,Acm,Blg,Snb
